Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
319,Justise Winslow,26,POR,PF,29,11,776,5.1,12.4,.409,0.9,2.8,.311,4.2,9.6,.438,.444,1.3,1.8,.714,3.1,6.0,9.1,6.2,1.9,0.7,2.7,5.6,12.3,104,118,,winslju01
320,Mo Bamba,24,2TM,C,49,7,769,7.3,15.1,.485,3.0,7.8,.387,4.3,7.3,.590,.585,2.6,3.9,.661,3.6,10.5,14.1,2.9,0.8,2.7,1.9,6.6,20.3,121,111,,bambamo01
321,Simone Fontecchio,27,UTA,SF,52,6,766,7.2,19.5,.369,3.9,11.9,.330,3.2,7.5,.430,.470,2.2,2.7,.795,1.9,3.4,5.4,2.6,0.9,0.5,2.4,3.9,20.5,101,120,,fontesi01
322,Miles McBride,22,NYK,PG,64,2,760,5.0,14.0,.358,2.6,8.7,.299,2.4,5.3,.457,.451,1.8,2.7,.667,0.8,2.4,3.3,4.7,2.4,0.5,1.6,3.9,14.4,106,116,,mcbrimi01
323,Paul Reed,23,PHI,C,69,2,755,8.1,13.7,.593,0.1,0.4,.167,8.1,13.3,.606,.596,2.5,3.3,.745,7.3,9.8,17.2,1.8,3.0,3.3,3.0,8.1,18.8,122,105,,reedpa01
324,John Wall,32,LAC,PG,34,3,755,9.0,21.9,.408,2.1,7.1,.303,6.8,14.9,.459,.457,5.0,7.3,.681,0.9,5.1,6.0,11.5,1.8,0.8,5.2,3.8,25.0,102,115,,walljo01
325,R.J. Hampton,21,2TM,SG,47,3,750,6.6,15.3,.430,2.6,7.5,.353,3.9,7.8,.504,.517,3.7,4.9,.750,1.2,4.5,5.6,3.5,1.7,0.6,2.7,3.3,19.5,107,118,,hamptrj01
326,Edmond Sumner,27,BRK,SG,53,12,736,8.2,17.8,.461,2.1,5.8,.356,6.2,12.1,.511,.519,6.6,7.2,.917,0.9,4.4,5.2,4.5,2.1,0.7,3.3,5.5,25.1,112,115,,sumneed01
327,Zeke Nnaji,22,DEN,PF,53,5,728,7.4,13.2,.561,1.1,4.4,.262,6.2,8.8,.710,.605,2.7,4.2,.645,4.4,4.9,9.3,1.2,1.1,1.5,2.1,7.1,18.6,120,115,,nnajize01
328,Jaden Hardy,20,DAL,SG,48,5,708,10.3,23.4,.438,4.4,11.0,.404,5.8,12.4,.469,.533,4.6,5.5,.823,0.8,5.5,6.2,4.6,1.2,0.5,3.2,4.5,29.5,108,118,,hardyja02
329,Justin Holiday,33,2TM,SF,46,2,706,5.3,14.0,.377,3.2,9.8,.322,2.1,4.2,.508,.490,0.3,0.5,.625,0.3,3.4,3.8,2.8,1.3,1.3,1.5,4.7,14.1,99,118,,holidju01
330,MarJon Beauchamp,22,MIL,SF,52,11,701,6.5,16.6,.395,3.2,9.7,.331,3.3,6.9,.485,.492,1.8,2.5,.730,2.6,5.2,7.8,2.4,1.4,0.5,3.1,4.8,18.1,99,113,,beaucma01
331,Aleksej Pokusevski,21,OKC,PF,34,25,701,7.3,16.9,.434,2.6,7.0,.365,4.7,9.8,.483,.510,1.5,2.4,.629,3.0,7.7,10.8,4.3,1.4,2.9,2.9,3.9,18.7,105,112,,pokusal01
332,Juan Toscano-Anderson,29,2TM,SF,52,9,700,4.3,9.7,.448,0.5,2.9,.186,3.8,6.8,.560,.476,1.3,1.6,.792,1.9,6.5,8.4,4.4,1.1,0.7,2.3,5.4,10.5,104,116,,toscaju01
333,Malachi Flynn,24,TOR,PG,53,2,691,6.2,17.3,.360,3.4,9.5,.353,2.9,7.8,.367,.457,1.8,2.4,.758,1.1,4.4,5.4,5.0,1.5,0.3,1.8,4.7,17.6,105,117,,flynnma01
334,Duncan Robinson,28,MIA,SF,42,1,691,6.4,17.1,.371,4.5,13.9,.328,1.8,3.2,.556,.504,2.1,2.3,.906,0.6,4.4,5.0,3.3,1.0,0.0,2.0,5.6,19.3,105,117,,robindu01
335,Chimezie Metu,25,SAC,PF,66,0,689,9.0,15.2,.589,0.6,2.6,.237,8.3,12.6,.663,.610,3.8,5.1,.740,3.3,10.5,13.8,2.8,1.5,1.5,2.2,5.6,22.3,124,113,,metuch01
336,T.J. Warren,29,2TM,PF,42,0,687,9.4,19.2,.489,1.6,4.8,.328,7.8,14.4,.542,.530,2.0,2.5,.800,1.8,6.8,8.6,2.8,1.6,0.9,1.4,4.6,22.3,111,114,,warretj01
337,Garrison Mathews,26,2TM,SG,54,0,686,5.1,14.2,.363,4.4,12.7,.350,0.7,1.5,.476,.520,3.4,3.7,.906,0.8,4.4,5.1,1.8,1.7,0.4,1.3,4.4,18.1,119,121,,mathega01
338,Montrezl Harrell,29,PHI,C,57,7,681,9.1,15.2,.598,0.0,0.4,.000,9.1,14.8,.616,.598,5.1,7.3,.693,4.9,6.7,11.6,2.4,1.2,1.8,2.5,5.5,23.3,124,113,,harremo01
339,Jordan McLaughlin,26,MIN,PG,43,0,678,4.3,10.2,.421,1.7,5.5,.308,2.6,4.7,.552,.503,1.1,1.3,.833,1.1,3.3,4.3,10.4,2.2,0.3,2.3,2.0,11.3,118,115,,mclaujo01
340,Jae'Sean Tate,27,HOU,SF,31,7,677,7.9,16.4,.480,0.9,3.3,.283,6.9,13.1,.530,.509,3.6,4.9,.725,2.9,5.5,8.4,6.0,1.5,0.5,3.4,7.6,20.3,111,120,,tateja01
341,Blake Wesley,19,SAS,SG,37,1,669,4.9,15.2,.321,1.4,3.7,.385,3.5,11.5,.301,.367,1.8,3.1,.591,0.8,4.9,5.7,6.9,1.8,0.4,4.6,4.7,13.0,80,121,,weslebl01
342,Sandro Mamukelashvili,23,2TM,C,43,7,660,7.0,16.5,.422,2.2,7.1,.303,4.8,9.4,.511,.487,2.8,4.1,.684,5.0,8.3,13.3,4.5,1.0,0.9,2.5,3.7,18.9,111,117,,mamuksa01
343,Eugene Omoruyi,25,2TM,SF,40,6,645,7.5,17.0,.443,1.9,6.6,.281,5.7,10.4,.547,.498,3.8,5.6,.680,3.2,5.1,8.3,2.1,2.1,0.2,2.5,6.8,20.7,106,117,,omorueu01
344,Payton Pritchard,25,BOS,PG,48,3,643,7.7,18.6,.412,4.2,11.7,.364,3.4,6.9,.495,.527,0.9,1.2,.750,1.9,4.8,6.7,4.9,1.1,0.1,3.0,2.8,20.5,105,115,,pritcpa01
345,Amir Coffey,25,LAC,SF,50,9,625,4.4,11.4,.386,0.9,3.1,.275,3.5,8.2,.429,.424,3.8,4.9,.778,1.3,2.8,4.2,4.2,0.5,0.4,1.6,3.9,13.5,108,120,,coffeam01
346,Anthony Gill,30,WAS,PF,59,8,624,5.5,10.3,.538,0.3,2.3,.138,5.2,8.0,.650,.553,3.8,5.2,.731,2.9,4.8,7.7,2.7,0.5,0.9,1.2,5.5,15.2,127,119,,gillan01
347,Jabari Walker,20,POR,PF,56,0,619,6.5,15.6,.419,1.3,4.4,.286,5.3,11.2,.472,.460,2.7,3.5,.756,3.8,6.5,10.3,2.7,0.8,1.0,2.3,5.4,17.0,104,120,,walkeja01
348,Darius Bazley,22,2TM,C,43,1,616,6.4,14.2,.454,1.5,4.1,.377,4.9,10.1,.485,.508,2.9,5.4,.543,2.6,8.0,10.7,2.9,1.7,2.6,2.1,3.4,17.3,107,111,,bazleda01
349,Juancho Hernangómez,27,TOR,PF,42,10,614,3.9,9.2,.421,1.4,5.4,.254,2.5,3.8,.660,.496,0.7,1.3,.563,2.2,7.7,9.9,2.0,1.3,0.5,1.2,3.5,9.8,108,115,,hernaju01
350,Jaxson Hayes,22,NOP,C,47,2,610,6.8,12.4,.551,0.2,2.3,.103,6.6,10.1,.654,.561,4.6,6.6,.699,3.1,7.4,10.5,2.7,1.6,1.5,2.5,5.3,18.5,117,111,,hayesja02
351,Frank Ntilikina,24,DAL,SG,47,5,607,3.9,10.8,.364,1.4,5.5,.254,2.5,5.3,.477,.428,1.8,2.7,.667,0.6,4.5,5.1,4.7,1.3,0.6,2.4,5.3,11.1,94,118,,ntilila01
352,DeAndre Jordan,34,DEN,C,39,8,586,7.3,9.6,.765,0.1,0.1,1.000,7.3,9.5,.763,.770,1.8,4.0,.458,4.3,12.5,16.9,2.8,1.0,1.9,4.0,5.9,16.6,116,111,,jordade01
353,Blake Griffin,33,BOS,C,41,16,569,5.4,11.1,.485,2.0,5.7,.348,3.4,5.5,.625,.573,1.8,2.7,.656,4.0,9.3,13.3,5.2,1.2,0.8,1.9,6.4,14.6,127,111,,griffbl01
354,Ousmane Dieng,19,OKC,PF,39,1,569,6.3,15.1,.420,2.2,8.2,.265,4.2,6.9,.602,.492,1.3,1.9,.652,1.6,7.2,8.8,3.8,1.2,0.6,2.2,3.5,16.1,103,115,,diengou01
355,Kris Dunn,28,UTA,PG,22,3,568,9.8,18.2,.537,1.4,3.0,.472,8.3,15.1,.550,.576,3.4,4.5,.774,0.8,7.7,8.4,10.4,2.1,0.8,2.9,4.9,24.4,125,114,,dunnkr01
356,Patty Mills,34,BRK,PG,40,2,567,7.4,18.0,.411,4.2,11.5,.366,3.2,6.5,.493,.529,2.2,2.6,.833,0.7,3.1,3.8,4.8,1.3,0.3,2.6,2.8,21.2,106,118,,millspa02
357,Ricky Rubio,32,CLE,PG,33,2,566,5.4,15.8,.343,1.9,7.3,.256,3.5,8.5,.417,.402,2.5,3.1,.800,0.8,5.4,6.2,10.2,2.3,0.5,2.7,4.5,15.2,103,110,,rubiori01
358,Ziaire Williams,21,MEM,SF,37,4,561,7.1,16.6,.429,2.1,8.2,.258,5.0,8.4,.596,.492,1.4,1.9,.773,1.4,5.3,6.7,3.0,1.2,0.5,3.1,4.9,17.8,97,114,,willizi02
359,Day'Ron Sharpe,21,BRK,C,48,3,552,8.2,15.1,.544,0.5,1.0,.545,7.7,14.1,.544,.561,3.1,4.9,.636,8.8,8.9,17.7,3.3,1.3,2.8,3.7,7.9,20.1,118,111,,sharpda01
360,Kai Jones,22,CHO,C,46,0,550,5.8,10.4,.558,0.3,1.6,.211,5.5,8.7,.624,.575,1.6,2.3,.731,3.2,7.4,10.6,1.3,1.5,2.6,2.7,5.6,13.6,106,113,,joneska01
361,Lindy Waters III,25,OKC,SG,41,0,531,6.3,15.9,.393,5.2,14.5,.358,1.1,1.4,.750,.556,1.4,1.8,.800,1.4,5.3,6.7,2.5,1.3,1.0,0.9,3.8,19.1,120,116,,waterli01
362,Rodney McGruder,31,DET,SG,32,12,524,5.7,14.1,.408,3.8,9.0,.423,1.9,5.1,.382,.543,1.7,2.0,.818,1.8,5.0,6.8,2.6,1.5,0.1,1.0,3.6,16.9,119,121,,mcgruro01
363,Chuma Okeke,24,ORL,SF,27,8,518,4.0,11.4,.352,2.4,8.0,.302,1.6,3.4,.472,.459,1.5,2.0,.762,2.4,6.5,9.0,3.5,1.8,1.0,1.6,3.7,11.9,107,114,,okekech01
364,James Bouknight,22,CHO,SG,34,0,515,6.4,17.8,.358,3.1,10.1,.303,3.3,7.8,.429,.443,1.8,2.8,.667,0.7,5.9,6.7,3.8,1.3,0.5,3.0,4.5,17.7,90,117,,bouknja01
365,Max Christie,19,LAL,SG,41,3,512,4.1,9.8,.415,2.4,5.7,.419,1.7,4.1,.409,.538,1.3,1.5,.875,0.6,6.3,6.9,1.9,0.8,0.6,1.2,3.1,11.8,111,116,,chrisma02
366,Charles Bassey,22,SAS,C,35,2,508,8.1,12.6,.644,0.3,0.7,.375,7.8,11.8,.661,.656,2.0,3.4,.595,7.0,11.0,17.9,4.5,1.5,3.1,3.8,6.9,18.5,121,114,,bassech01
367,Raul Neto,30,CLE,PG,48,1,505,5.7,10.9,.518,1.2,4.2,.286,4.5,6.8,.662,.573,3.1,3.4,.912,1.0,3.6,4.6,7.8,1.7,0.4,2.4,4.9,15.6,126,113,,netora01
368,Dāvis Bertāns,30,DAL,PF,45,1,492,7.0,16.2,.431,5.6,14.2,.390,1.4,1.9,.737,.603,1.3,1.5,.867,1.0,4.3,5.4,2.1,1.1,0.8,1.0,5.4,20.8,120,118,,bertada01
369,Taj Gibson,37,WAS,C,49,2,480,6.6,12.7,.520,0.8,2.4,.333,5.8,10.2,.564,.552,3.0,4.3,.714,3.2,6.2,9.4,3.4,1.5,1.2,2.6,8.5,17.0,114,115,,gibsota01
370,Javonte Green,29,CHI,SF,32,1,480,6.2,11.0,.565,1.3,3.6,.371,4.9,7.4,.658,.625,3.0,4.6,.667,2.7,6.2,8.9,2.3,2.4,2.1,2.0,5.3,16.7,122,109,,greenja02
371,Damian Jones,27,2TM,C,41,1,477,5.5,8.6,.640,1.0,1.7,.588,4.5,6.9,.652,.698,2.2,2.9,.759,4.2,8.0,12.2,1.5,0.8,2.1,2.3,5.5,14.2,128,115,,jonesda03
372,Isaiah Roby,24,SAS,PF,42,2,474,6.7,15.4,.432,1.8,6.0,.300,4.9,9.5,.516,.490,2.0,4.1,.488,2.1,8.6,10.7,3.8,1.8,0.7,3.1,5.3,17.1,97,118,,robyis01
373,Stanley Johnson,26,SAS,SF,30,0,469,6.5,12.3,.533,1.8,4.0,.450,4.7,8.3,.573,.607,2.6,3.9,.667,2.2,7.4,9.6,6.7,1.6,0.6,3.3,4.8,17.5,117,119,,johnsst04
374,Svi Mykhailiuk,25,2TM,SF,32,8,468,7.9,17.7,.445,4.3,10.1,.424,3.6,7.6,.473,.566,2.7,4.0,.667,1.5,3.9,5.4,5.4,1.5,0.4,2.4,2.3,22.7,115,118,,mykhasv01
375,Evan Fournier,30,NYK,SG,27,7,459,6.0,17.9,.337,3.8,12.3,.307,2.3,5.6,.404,.443,1.9,2.3,.857,0.4,4.8,5.3,3.9,1.7,0.3,2.4,5.0,17.8,98,116,,fournev01
376,Willy Hernangómez,28,NOP,C,38,2,458,9.4,17.9,.527,0.3,1.2,.273,9.1,16.7,.544,.536,8.6,11.0,.779,6.1,12.9,19.0,3.5,1.8,1.4,4.1,6.8,27.7,118,108,,hernawi01
377,Kevon Harris,25,ORL,SG,34,0,457,5.0,11.3,.439,1.7,4.5,.372,3.3,6.8,.484,.514,3.3,4.3,.756,3.0,4.4,7.4,1.7,1.8,0.5,2.2,5.6,14.9,110,115,,harrike01
378,Goga Bitadze,23,2TM,C,38,1,457,7.2,13.1,.552,0.6,2.7,.231,6.6,10.4,.636,.576,2.4,4.4,.548,6.4,8.0,14.4,4.1,1.7,2.7,2.3,6.7,17.5,123,112,,bitadgo01
379,Admiral Schofield,25,ORL,PF,37,0,451,5.9,13.1,.451,2.6,7.9,.324,3.3,5.1,.646,.549,2.3,2.5,.913,2.5,4.2,6.6,3.3,0.9,0.5,1.7,6.5,16.6,120,117,,schofad01
380,TyTy Washington Jr.,21,HOU,PG,31,2,433,6.5,17.9,.363,2.1,9.0,.238,4.4,9.0,.488,.422,1.1,2.0,.556,0.2,4.8,5.0,5.3,1.7,0.2,1.6,3.2,16.2,99,121,,washity02
381,Dewayne Dedmon,33,2TM,C,38,1,426,9.0,17.7,.510,1.4,4.6,.308,7.6,13.1,.580,.550,3.9,5.7,.673,4.0,11.7,15.7,3.0,1.1,2.2,2.9,8.8,23.3,112,110,,dedmode01
382,Orlando Robinson,22,MIA,C,31,1,425,5.5,10.4,.528,0.0,0.7,.000,5.5,9.7,.566,.528,2.6,3.6,.710,5.6,9.2,14.8,2.9,1.4,1.4,1.9,6.2,13.6,122,111,,robinor01
383,Johnny Davis,20,WAS,SG,28,5,423,7.6,19.7,.386,2.0,8.1,.243,5.6,11.6,.485,.436,1.6,3.1,.519,1.2,6.3,7.5,3.2,1.2,0.9,2.0,5.5,18.8,92,117,,davisjo06
384,Keon Johnson,20,POR,SG,40,0,416,7.8,20.8,.376,3.3,9.5,.346,4.6,11.4,.402,.455,3.2,4.8,.659,1.3,3.9,5.2,6.9,2.2,0.7,5.0,5.0,22.1,93,119,,johnske07
385,Jake LaRavia,21,MEM,PF,35,0,414,4.2,10.9,.389,2.8,8.1,.338,1.5,2.8,.542,.516,0.8,1.0,.778,2.2,5.0,7.2,2.4,1.4,0.5,2.1,5.6,12.0,105,114,,laravja01
386,Dominick Barlow,19,SAS,PF,28,0,408,5.3,10.0,.535,0.0,0.5,.000,5.3,9.5,.561,.535,2.1,2.9,.720,5.3,6.5,11.8,2.8,1.2,2.2,1.7,6.5,12.7,121,119,,barlodo01
387,Bruno Fernando,24,2TM,C,39,4,405,7.1,13.4,.527,0.0,0.5,.000,7.1,12.9,.546,.527,4.2,6.0,.700,6.5,9.9,16.4,3.7,0.7,4.1,3.0,8.8,18.3,118,115,,fernabr01
388,Cade Cunningham,21,DET,PG,12,12,400,11.3,27.1,.415,2.1,7.4,.279,9.2,19.7,.466,.453,4.4,5.2,.837,1.5,7.5,9.0,8.7,1.2,0.8,4.7,4.1,29.0,100,119,,cunnica01
389,Ish Smith,34,DEN,PG,43,0,398,6.4,16.1,.397,0.2,1.5,.167,6.1,14.6,.420,.405,0.2,0.5,.500,0.6,6.0,6.6,12.3,1.0,0.9,5.4,4.1,13.3,89,116,,smithis01
390,Duane Washington Jr.,22,PHO,SG,31,3,394,11.7,31.8,.367,5.0,13.8,.360,6.7,18.0,.372,.445,2.0,3.0,.667,0.2,4.2,4.5,7.8,0.7,0.5,4.2,2.9,30.3,93,117,,washidu02
391,Kessler Edwards,22,2TM,SF,36,4,385,4.5,11.6,.387,2.1,6.9,.309,2.4,4.7,.500,.478,1.4,1.9,.733,2.9,4.7,7.6,2.9,1.7,0.7,1.6,5.0,12.5,108,117,,edwarke02
392,Saben Lee,23,2TM,PG,25,1,373,6.4,15.9,.405,1.4,3.9,.367,5.0,11.9,.418,.450,5.5,7.5,.737,1.7,4.2,5.9,8.8,2.5,0.1,3.1,4.2,19.8,111,113,,leesa01
393,Gary Payton II,30,2TM,SG,22,1,367,5.4,9.1,.594,1.7,3.4,.500,3.7,5.7,.651,.688,0.8,0.9,.857,3.2,5.9,9.1,3.9,2.9,0.7,2.1,5.7,13.3,131,115,,paytoga02
394,Udoka Azubuike,23,UTA,C,36,4,359,7.9,9.6,.819,0.0,0.0,,7.9,9.6,.819,.819,0.9,2.7,.350,4.1,11.7,15.8,1.5,0.8,2.0,2.4,4.5,16.6,131,114,,azubuud01
395,Gorgui Dieng,33,SAS,C,31,1,358,5.9,15.4,.385,2.8,9.9,.280,3.2,5.5,.571,.474,1.3,1.7,.769,3.6,10.6,14.1,7.0,0.5,1.8,4.2,7.5,16.0,100,118,,dienggo01
396,JaVale McGee,35,DAL,C,42,7,355,11.2,17.5,.640,0.3,0.7,.400,10.9,16.8,.650,.648,3.4,5.7,.585,4.2,10.8,15.0,1.5,0.6,3.6,5.0,7.6,26.0,108,112,,mcgeeja01
397,Markieff Morris,33,2TM,PF,35,2,355,6.5,15.9,.409,3.9,9.8,.394,2.6,6.1,.432,.530,1.4,1.4,1.000,1.8,8.0,9.8,4.3,1.2,0.7,2.5,6.6,18.2,108,115,,morrima02
398,Furkan Korkmaz,25,PHI,SG,37,0,353,6.7,15.6,.432,2.5,6.5,.391,4.2,9.1,.462,.514,3.6,5.1,.722,0.8,5.1,5.9,3.1,1.4,0.4,3.4,2.5,19.6,100,115,,korkmfu01
399,Richaun Holmes,29,SAC,C,42,1,348,7.6,12.2,.618,0.7,1.1,.625,6.9,11.1,.617,.646,2.1,2.6,.789,4.0,7.0,11.0,1.2,0.4,1.5,1.9,6.9,17.9,127,118,,holmeri01
400,A.J. Green,23,MIL,SG,35,1,345,7.3,17.3,.424,6.1,14.5,.419,1.2,2.8,.450,.600,0.6,0.6,1.000,0.8,5.4,6.2,3.0,0.8,0.0,1.2,4.3,21.3,121,115,,greenaj01
401,Davon Reed,27,2TM,SG,43,1,342,4.0,12.0,.333,2.4,6.6,.370,1.6,5.4,.289,.435,2.3,3.4,.667,1.4,7.0,8.4,3.3,2.1,0.6,2.9,5.6,12.7,93,113,,reedda01
402,Jae Crowder,32,MIL,PF,18,3,340,6.3,13.2,.479,3.4,7.7,.436,2.9,5.5,.538,.606,1.4,1.7,.833,2.4,7.3,9.7,3.8,1.7,0.8,1.0,3.8,17.4,133,111,,crowdja01
403,Derrick Rose,34,NYK,PG,27,0,338,8.9,23.2,.384,2.8,9.2,.302,6.1,14.0,.438,.443,1.6,1.8,.917,1.2,4.7,5.8,6.7,1.0,0.7,3.2,2.6,22.2,99,117,,rosede01
404,McKinley Wright IV,24,DAL,PG,27,1,335,6.8,14.5,.469,1.3,4.2,.321,5.5,10.4,.529,.515,1.9,2.8,.684,1.3,5.6,7.0,8.6,1.2,0.7,2.8,3.6,16.9,113,118,,wrighmc01
405,Theo Pinson,27,DAL,SG,40,1,323,4.8,13.4,.356,3.4,9.5,.355,1.4,3.8,.360,.483,1.7,2.0,.846,1.5,8.2,9.7,7.1,0.9,0.2,1.8,5.2,14.6,114,117,,pinsoth01
406,Julian Champagnie,21,2TM,SF,17,3,320,8.7,19.2,.454,4.9,12.1,.402,3.8,7.1,.542,.581,2.1,2.5,.824,1.5,7.4,8.9,1.5,0.9,0.7,1.6,3.8,24.4,115,121,,champju02
407,Matt Ryan,25,2TM,SF,34,0,310,6.1,16.5,.370,4.9,12.9,.381,1.2,3.7,.333,.519,1.5,1.8,.833,0.6,3.4,4.0,2.4,0.8,0.2,1.1,4.1,18.7,109,119,,ryanma01
408,Robin Lopez,34,CLE,C,37,2,299,8.1,12.6,.640,0.3,0.7,.500,7.7,11.9,.648,.653,2.3,3.0,.778,3.9,4.7,8.6,3.2,0.3,1.3,4.2,7.2,18.8,114,114,,lopezro01
409,Moses Brown,23,2TM,C,36,1,294,10.2,16.0,.635,0.0,0.0,,10.2,16.0,.635,.635,5.5,12.0,.458,9.5,13.7,23.2,0.7,0.7,2.3,2.5,6.5,25.8,123,111,,brownmo01
410,Nathan Knight,25,MIN,C,38,0,291,7.5,13.2,.568,1.3,3.6,.364,6.2,9.6,.644,.617,6.4,9.3,.684,3.6,5.6,9.1,2.1,1.6,1.0,3.4,6.7,22.7,118,114,,knighna01
411,Kennedy Chandler,20,MEM,PG,36,0,281,5.9,14.0,.422,0.3,2.5,.133,5.6,11.5,.485,.434,1.0,2.2,.462,1.5,4.9,6.4,9.8,2.0,0.8,3.0,2.5,13.2,101,112,,chandke01
412,Dalano Banton,23,TOR,PG,31,2,279,9.7,23.0,.423,2.7,9.0,.294,7.1,14.0,.506,.481,3.0,4.3,.708,1.9,6.0,8.0,6.4,2.3,2.3,3.2,6.0,25.2,105,112,,bantoda01
413,Trent Forrest,24,ATL,SG,23,3,277,4.3,10.3,.417,0.0,0.3,.000,4.3,10.0,.431,.417,0.3,0.5,.667,0.9,5.5,6.4,6.5,1.2,0.3,2.6,2.9,8.9,93,118,,forretr01
414,Bryn Forbes,29,MIN,SG,25,0,268,5.3,14.7,.361,2.5,8.2,.304,2.8,6.6,.432,.446,2.7,2.7,1.000,0.7,1.9,2.7,3.0,1.2,0.4,2.1,3.9,15.8,99,118,,forbebr01
415,Terry Taylor,23,2TM,PF,31,2,264,7.0,13.5,.520,0.9,3.4,.263,6.1,10.1,.607,.553,1.1,2.0,.545,4.9,3.6,8.5,1.8,0.5,1.1,1.6,4.7,16.1,115,121,,taylote01
416,Jeff Dowtin Jr.,25,TOR,PG,25,0,259,4.8,10.9,.439,1.0,3.1,.313,3.8,7.8,.488,.482,1.1,1.7,.667,1.1,3.2,4.4,5.9,1.7,0.6,1.0,2.5,11.6,118,117,,dowtije01
417,KZ Okpala,23,SAC,PF,35,3,248,3.1,7.3,.421,1.4,4.1,.333,1.7,3.3,.529,.513,1.4,1.5,.875,1.4,5.2,6.6,2.5,1.4,1.4,1.4,7.5,8.9,113,117,,okpalkz01
418,Brandon Boston Jr.,21,LAC,SF,22,1,248,10.1,24.1,.418,2.4,5.7,.414,7.7,18.4,.419,.467,5.7,7.5,.763,1.4,4.5,5.9,4.0,1.8,0.0,2.4,4.1,28.2,105,116,,bostobr01
419,Luka Garza,24,MIN,C,28,0,243,12.3,22.7,.543,2.7,7.6,.359,9.6,15.1,.636,.603,8.0,10.2,.788,6.5,5.9,12.3,3.5,0.6,0.4,2.7,8.4,35.4,130,117,,garzalu01
420,Jamal Cain,23,MIA,PF,18,0,240,7.7,13.7,.561,1.5,4.2,.350,6.2,9.6,.652,.614,3.5,4.6,.773,3.1,7.7,10.8,2.5,2.3,0.2,1.2,4.4,20.4,131,112,,cainja01
421,Kira Lewis Jr.,21,NOP,PG,25,0,235,8.2,18.1,.455,3.1,7.0,.441,5.2,11.1,.463,.540,3.9,4.5,.864,1.0,5.8,6.8,4.7,2.1,0.4,2.1,4.9,23.5,118,113,,lewiski01
422,Frank Kaminsky,29,2TM,C,36,0,235,6.3,12.8,.492,2.6,6.7,.394,3.7,6.1,.600,.595,2.9,3.3,.875,1.4,9.2,10.6,6.5,1.2,0.8,1.8,4.5,18.1,131,116,,kaminfr01
423,Johnny Juzang,21,UTA,SG,18,0,232,7.2,21.4,.337,3.1,13.0,.238,4.1,8.4,.488,.409,0.4,0.8,.500,1.6,6.4,8.0,1.6,0.8,0.6,0.6,2.7,17.9,93,119,,juzanjo01
424,David Duke Jr.,23,BRK,SG,23,0,228,7.7,16.7,.462,0.2,2.6,.083,7.5,14.1,.530,.468,2.6,3.6,.706,2.4,3.9,6.2,4.5,2.1,0.2,3.9,6.6,18.2,96,116,,dukeda01
425,Patrick Baldwin Jr.,20,GSW,SF,31,0,226,9.0,22.8,.394,6.7,17.6,.381,2.3,5.2,.440,.541,0.8,1.3,.667,0.2,8.2,8.4,2.3,1.3,0.8,2.3,2.9,25.5,101,114,,baldwpa01
426,John Butler,20,POR,C,19,1,221,3.7,11.7,.321,1.8,7.7,.229,2.0,4.0,.500,.396,0.7,0.9,.750,0.7,3.1,3.7,2.4,1.5,2.0,0.2,4.8,9.9,97,119,,butlejo01
427,Cody Zeller,30,MIA,C,15,2,217,8.5,13.6,.627,0.0,0.5,.000,8.5,13.1,.649,.627,5.5,8.0,.686,5.7,9.0,14.7,2.3,0.7,0.9,3.2,7.6,22.5,124,114,,zelleco01
