Player,Age,Team,Pos,G,GS,MP,TRB,AST,PTS,PlayerID
Stephen Curry,32,GSW,PG,63,63,34.2,5.5,5.8,32,curryst01
Bradley Beal,27,WAS,SG,60,60,35.8,4.7,4.4,31.3,bealbr01
Damian Lillard,30,POR,PG,67,67,35.8,4.2,7.5,28.8,lillada01
Joel Embiid,26,PHI,C,51,51,31.1,10.6,2.8,28.5,embiijo01
Giannis Antetokounmpo,26,MIL,PF,61,61,33,11,5.9,28.1,antetgi01
Luka Dončić,21,DAL,PG,66,66,34.3,8,8.6,27.7,doncilu01
Zach LaVine,25,CHI,SG,58,58,35.1,5,4.9,27.4,lavinza01
Zion Williamson,20,NOP,PF,61,61,33.2,7.2,3.7,27,willizi01
Kevin Durant,32,BKN,PF,35,32,33.1,7.1,5.6,26.9,duranke01
Kyrie Irving,28,BKN,PG,54,54,34.9,4.8,6,26.9,irvinky01
Nikola Jokić,25,DEN,C,72,72,34.6,10.8,8.3,26.4,jokicni01
Donovan Mitchell,24,UTA,PG,53,53,33.4,4.4,5.2,26.4,mitchdo01
Jayson Tatum,22,BOS,SF,64,64,35.8,7.4,4.3,26.4,tatumja01
Devin Booker,24,PHX,SG,67,67,33.9,4.2,4.3,25.6,bookede01
Trae Young,22,ATL,PG,63,63,33.7,3.9,9.4,25.3,youngtr01
De'Aaron Fox,23,SAC,PG,58,58,35.1,3.5,7.2,25.2,foxde01
LeBron James,36,LAL,PG,45,45,33.4,7.7,7.8,25,jamesle01
Kawhi Leonard,29,LAC,SF,52,52,34.1,6.5,5.2,24.8,leonaka01
Karl-Anthony Towns,25,MIN,C,50,50,33.8,10.6,4.5,24.8,townska01
Jaylen Brown,24,BOS,SG,58,58,34.5,6,3.4,24.7,brownja02
James Harden,31,TOT,PG,44,43,36.6,7.9,10.8,24.6,hardeja01
Collin Sexton,22,CLE,SG,60,60,35.3,3.1,4.4,24.3,sextoco01
Julius Randle,26,NYK,PF,71,71,37.6,10.2,6,24.1,randlju01
Brandon Ingram,23,NOP,SF,61,61,34.3,4.9,4.9,23.8,ingrabr01
Shai Gilgeous-Alexander,22,OKC,SG,35,35,33.7,4.7,5.9,23.7,gilgesh01
Nikola Vučević,30,TOT,C,70,70,33.5,11.7,3.8,23.4,vucevni01
Paul George,30,LAC,SF,54,54,33.7,6.6,5.2,23.3,georgpa01
CJ McCollum,29,POR,SG,47,47,34,3.9,4.7,23.1,mccolcj01
Jerami Grant,26,DET,SF,54,54,33.9,4.6,2.8,22.3,grantje01
Russell Westbrook,32,WAS,PG,65,65,36.4,11.5,11.7,22.2,westbru01
Anthony Davis,27,LAL,PF,36,36,32.3,7.9,3.1,21.8,davisan02
DeMar DeRozan,31,SAS,PF,61,61,33.7,4.2,6.9,21.6,derozde01
Jimmy Butler,31,MIA,SF,52,52,33.6,6.9,7.1,21.5,butleji01
Pascal Siakam,26,TOR,PF,56,56,35.8,7.2,4.5,21.4,siakapa01
Malcolm Brogdon,28,IND,PG,56,56,34.5,5.3,5.9,21.2,brogdma01
Jamal Murray,23,DEN,PG,48,48,35.5,4,4.8,21.2,murraja01
Christian Wood,25,HOU,C,41,41,32.3,9.6,1.7,21,woodch01
John Wall,30,HOU,PG,40,40,32.2,3.2,6.9,20.6,walljo01
Khris Middleton,29,MIL,SF,68,68,33.4,6,5.4,20.4,middlkh01
Terry Rozier,26,CHA,SG,69,69,34.5,4.4,4.2,20.4,roziete01
Domantas Sabonis,24,IND,PF,62,62,36,12,6.7,20.3,sabondo01
Caris LeVert,26,TOT,SG,47,39,31.6,4.6,5.2,20.2,leverca01
Kristaps Porziņģis,25,DAL,C,43,43,30.9,8.9,1.6,20.1,porzikr01
Victor Oladipo,28,TOT,SG,33,33,32.7,4.8,4.6,19.8,oladivi01
Malik Beasley,24,MIN,SG,37,36,32.8,4.4,2.4,19.6,beaslma01
Gordon Hayward,30,CHA,SF,44,44,34,5.9,4.1,19.6,haywago01
Fred VanVleet,26,TOR,SG,52,52,36.5,4.2,6.3,19.6,vanvlfr01
Tobias Harris,28,PHI,PF,62,62,32.5,6.8,3.5,19.5,harrito02
Anthony Edwards,19,MIN,SG,72,55,32.1,4.7,2.9,19.3,edwaran01
Kemba Walker,30,BOS,PG,43,43,31.8,4,4.9,19.3,walkeke02
Ja Morant,21,MEM,PG,63,63,32.6,4,7.4,19.1,moranja01
Michael Porter Jr.,22,DEN,SF,61,54,31.3,7.3,1.1,19,portemi01
D'Angelo Russell,24,MIN,PG,42,26,28.5,2.6,5.8,19,russeda01
Bam Adebayo,23,MIA,C,64,64,33.5,9,5.4,18.7,adebaba01
Norman Powell,27,TOT,SG,69,58,32,3.1,1.9,18.6,powelno01
Andrew Wiggins,25,GSW,PF,71,71,33.3,4.9,2.4,18.6,wiggian01
Jordan Clarkson,28,UTA,SG,68,1,26.7,4,2.5,18.4,clarkjo01
Eric Gordon,32,HOU,SG,27,13,29.2,2.1,2.6,17.8,gordoer01
Jrue Holiday,30,MIL,PG,59,56,32.3,4.5,6.1,17.7,holidjr01
RJ Barrett,20,NYK,SG,72,72,34.9,5.8,3,17.6,barrerj01
John Collins,23,ATL,PF,63,63,29.3,7.4,1.2,17.6,collijo01
Darius Garland,21,CLE,PG,54,50,33.1,2.4,6.1,17.4,garlada01
Dillon Brooks,25,MEM,SF,67,67,29.8,2.9,2.3,17.2,brookdi01
Kyle Lowry,34,TOR,PG,46,46,34.8,5.4,7.3,17.2,lowryky01
Evan Fournier,28,TOT,SF,42,36,30,3,3.4,17.1,fournev01
Jonas Valančiūnas,28,MEM,C,62,61,28.3,12.5,1.8,17.1,valanjo01
Bojan Bogdanović,31,UTA,SF,72,72,30.8,3.9,1.9,17,bogdabo02
Tim Hardaway Jr.,28,DAL,SG,70,31,28.4,3.3,1.8,16.6,hardati02
Buddy Hield,28,SAC,SG,71,71,34.3,4.7,3.6,16.6,hieldbu01
Kevin Porter Jr.,20,HOU,SG,26,23,32.1,3.8,6.3,16.6,porteke02
Bogdan Bogdanović,28,ATL,SG,44,27,29.7,3.6,3.3,16.4,bogdabo01
Chris Paul,35,PHX,PG,70,70,31.4,4.5,8.9,16.4,paulch01
Khyri Thomas,24,HOU,SG,5,2,30.6,3.6,5,16.4,thomakh01
Mike Conley,33,UTA,PG,51,51,29.4,3.5,6,16.2,conlemi01
Harrison Barnes,28,SAC,PF,58,58,36.2,6.6,3.5,16.1,barneha02
Elijah Bryant,25,MIL,SG,1,0,32,6,3,16,bryanel01
OG Anunoby,23,TOR,SF,43,43,33.3,5.5,2.2,15.9,anunoog01
LaMelo Ball,19,CHA,PG,51,31,28.8,5.9,6.1,15.7,ballla01
Dejounte Murray,24,SAS,PG,67,67,31.9,7.1,5.4,15.7,murrade01
Terrence Ross,29,ORL,SG,46,2,29.3,3.4,2.3,15.6,rosste01
T.J. Warren,27,IND,SF,4,4,29.3,3.5,1.3,15.5,warretj01
Kelly Oubre Jr.,25,GSW,SF,55,50,30.7,6,1.3,15.4,oubreke01
Dennis Schröder,27,LAL,SG,61,61,32.1,3.5,5.8,15.4,schrode01
Derrick White,26,SAS,SG,36,32,29.6,3,3.5,15.4,whitede01
Gary Trent Jr.,22,TOT,SG,58,38,31.1,2.6,1.4,15.3,trentga02
Clint Capela,26,ATL,C,63,63,30.1,14.3,0.8,15.2,capelca01
Tyler Herro,21,MIA,SG,54,15,30.3,5,3.4,15.1,herroty01
Coby White,20,CHI,PG,69,54,31.2,4.1,4.8,15.1,whiteco01
De'Andre Hunter,23,ATL,SF,23,19,29.5,4.8,1.9,15,huntede01
Andre Drummond,27,TOT,C,46,46,27,12,2,14.9,drumman01
Devonte' Graham,25,CHA,PG,55,44,30.2,2.7,5.4,14.8,grahade01
Derrick Rose,32,TOT,PG,50,3,25.6,2.6,4.2,14.7,rosede01
Lonzo Ball,23,NOP,PG,55,55,31.8,4.8,5.7,14.6,balllo01
Kendrick Nunn,25,MIA,PG,56,44,29.5,3.2,2.6,14.6,nunnke01
Deandre Ayton,22,PHX,C,69,69,30.7,10.5,1.4,14.4,aytonde01
Jaren Jackson Jr.,21,MEM,C,11,4,23.5,5.6,1.1,14.4,jacksja02
Thomas Bryant,23,WAS,C,10,10,27.1,6.1,1.5,14.3,bryanth01
Rudy Gobert,28,UTA,C,71,71,30.8,13.5,1.3,14.3,goberru01
Ben Simmons,24,PHI,PG,58,58,32.4,7.2,6.9,14.3,simmobe01
Richaun Holmes,27,SAC,C,61,61,29.2,8.3,1.7,14.2,holmeri01
Al Horford,34,OKC,C,28,28,27.9,6.7,3.4,14.2,horfoal01
Marvin Bagley III,21,SAC,PF,43,42,25.9,7.4,1,14.1,baglema01
Joe Harris,29,BKN,SF,69,65,31,3.6,1.9,14.1,harrijo01
Luguentz Dort,21,OKC,SG,52,52,29.7,3.6,1.7,14,dortlu01
Rui Hachimura,22,WAS,PF,57,57,31.5,5.5,1.4,13.8,hachiru01
Darius Bazley,20,OKC,PF,55,55,31.2,7.2,1.8,13.7,bazleda01
Chris Boucher,28,TOR,C,60,14,24.2,6.7,1.1,13.6,bouchch01
Lauri Markkanen,23,CHI,PF,51,26,25.8,5.3,0.9,13.6,markkla01
Doug McDermott,29,IND,PF,66,29,24.5,3.3,1.3,13.6,mcderdo01
Kelly Olynyk,29,TOT,PF,70,62,28.5,7,2.9,13.5,olynyke01
LaMarcus Aldridge,35,TOT,C,26,23,25.9,4.5,1.9,13.5,aldrila01
Mikal Bridges,24,PHX,SF,72,72,32.6,4.3,2.1,13.5,bridgmi01
Montrezl Harrell,27,LAL,C,69,1,22.9,6.2,1.1,13.5,harremo01
Carmelo Anthony,36,POR,PF,69,3,24.5,3.1,1.5,13.4,anthoca01
Goran Dragić,34,MIA,PG,50,11,26.7,3.4,4.4,13.4,dragigo01
Josh Jackson,23,DET,SG,62,25,25.2,4.1,2.3,13.4,jacksjo02
Marcus Morris,31,LAC,PF,57,29,26.4,4.1,1,13.4,morrima03
Danilo Gallinari,32,ATL,PF,51,4,24,4.1,1.5,13.3,gallida01
Duncan Robinson,26,MIA,SF,72,72,31.4,3.5,1.8,13.1,robindu01
Marcus Smart,26,BOS,PG,48,45,32.9,3.5,5.7,13.1,smartma01
Tyrese Haliburton,20,SAC,PG,58,20,30.1,3,5.3,13,halibty01
Shake Milton,24,PHI,SG,63,4,23.2,2.3,3.1,13,miltosh01
Cole Anthony,20,ORL,PG,47,34,27.1,4.7,4.1,12.9,anthoco01
Markelle Fultz,22,ORL,PG,8,8,26.9,3.1,5.4,12.9,fultzma01
Kyle Kuzma,25,LAL,SF,68,32,28.7,6.1,1.9,12.9,kuzmaky01
P.J. Washington,22,CHA,PF,64,61,30.5,6.5,2.5,12.9,washipj01
Jarrett Allen,22,TOT,C,63,45,29.6,10,1.7,12.8,allenja01
Keldon Johnson,21,SAS,SF,69,67,28.5,6,1.8,12.8,johnske04
Will Barton,30,DEN,SF,56,52,31,4,3.2,12.7,bartowi01
Miles Bridges,22,CHA,PF,66,19,29.3,6,2.2,12.7,bridgmi02
Alec Burks,29,NYK,SG,49,5,25.6,4.6,2.2,12.7,burksal01
Jalen Brunson,24,DAL,PG,68,12,25,3.4,3.5,12.6,brunsja01
Myles Turner,24,IND,C,47,47,31,6.5,1,12.6,turnemy01
Seth Curry,30,PHI,SG,57,57,28.7,2.4,2.7,12.5,curryse01
Aaron Gordon,25,TOT,PF,50,50,27.7,5.7,3.2,12.4,gordoaa01
Kyle Anderson,27,MEM,PF,69,69,27.3,5.7,3.6,12.4,anderky01
Brook Lopez,32,MIL,C,70,70,27.2,5,0.7,12.3,lopezbr01
Saddiq Bey,21,DET,SF,70,53,27.3,4.5,1.4,12.2,beysa01
Eric Bledsoe,31,NOP,SG,71,70,29.7,3.4,3.8,12.2,bledser01
Kevin Love,32,CLE,PF,25,25,24.9,7.4,2.5,12.2,loveke01
Joe Ingles,33,UTA,SF,67,30,27.9,3.6,4.7,12.1,inglejo01
Josh Richardson,27,DAL,SG,59,56,30.3,3.3,2.6,12.1,richajo01
Thaddeus Young,32,CHI,PF,68,23,24.3,6.2,4.3,12.1,youngth01
Jordan Poole,21,GSW,SG,51,7,19.4,1.8,1.9,12,poolejo01
Kevin Huerter,22,ATL,SG,69,49,30.8,3.3,3.5,11.9,huertke01
Malik Monk,22,CHA,SG,42,0,20.9,2.4,2.1,11.7,monkma01
Hamidou Diallo,22,TOT,SF,52,9,23.6,5.2,1.9,11.6,diallha01
Dāvis Bertāns,28,WAS,PF,57,7,25.7,2.9,0.9,11.5,bertada01
Jusuf Nurkić,26,POR,C,37,37,23.8,9,3.4,11.5,nurkiju01
James Wiseman,19,GSW,C,39,27,21.4,5.8,0.7,11.5,wisemja01
Rudy Gay,34,SAS,PF,63,1,21.6,4.8,1.4,11.4,gayru01
Bobby Portis,25,MIL,C,66,7,20.8,7.1,1.1,11.4,portibo01
Immanuel Quickley,21,NYK,PG,64,3,19.4,2.1,2,11.4,quickim01
Lou Williams,34,TOT,PG,66,4,21.6,2.1,3.4,11.3,willilo02
Jae'Sean Tate,25,HOU,SF,70,58,29.2,5.3,2.5,11.3,tateja01
Wendell Carter Jr.,21,TOT,C,54,44,25.5,8.2,1.9,11.2,cartewe01
Armoni Brooks,22,HOU,SG,20,5,26,3.4,1.5,11.2,brookar01
Enes Freedom,28,POR,C,72,35,24.4,11,1.2,11.2,kanteen01
Cam Reddish,21,ATL,SF,26,21,28.8,4,1.3,11.2,reddica01
Naz Reid,21,MIN,C,70,15,19.2,4.6,1,11.2,reidna01
Lonnie Walker IV,22,SAS,SG,60,38,25.4,2.6,1.7,11.2,walkelo01
Serge Ibaka,31,LAC,C,41,39,23.3,6.7,1.8,11.1,ibakase01
Blake Griffin,31,TOT,PF,46,30,25.8,4.9,3,11,griffbl01
Nickeil Alexander-Walker,22,NOP,SG,46,13,21.9,3.1,2.2,11,alexani01
Jeff Green,34,BKN,PF,68,38,27,3.9,1.6,11,greenje02
Dwayne Bacon,25,ORL,SG,72,50,25.7,3.1,1.3,10.9,bacondw01
Oshae Brissett,22,IND,SF,21,16,24.7,5.5,0.9,10.9,brissos01
Reggie Bullock,29,NYK,SF,65,64,30,3.4,1.5,10.9,bullore01
Patty Mills,32,SAS,PG,68,1,24.8,1.7,2.4,10.8,millspa02
Cameron Oliver,24,HOU,SF,4,0,21.8,5.3,1.3,10.8,oliveca01
Reggie Jackson,30,LAC,SG,67,43,23,2.9,3.1,10.7,jacksre01
Ty Jerome,23,OKC,SG,33,1,23.9,2.8,3.6,10.7,jeromty01
Grayson Allen,25,MEM,SG,50,38,25.2,3.2,2.2,10.6,allengr01
Justin Holiday,31,IND,SG,72,52,30.3,3.6,1.7,10.5,holidju01
Donte DiVincenzo,24,MIL,SG,66,66,27.5,5.8,3.1,10.4,divindo01
Cedi Osman,25,CLE,SF,59,26,25.6,3.4,2.9,10.4,osmande01
Mason Plumlee,30,DET,C,56,56,26.8,9.3,3.6,10.4,plumlma01
Brandon Clarke,24,MEM,PF,59,16,24,5.6,1.6,10.3,clarkbr01
Delon Wright,28,TOT,PG,63,39,27.7,4.3,4.4,10.2,wrighde01
Monte Morris,25,DEN,PG,47,13,25.4,2,3.2,10.2,morrimo01
Jae Crowder,30,PHX,PF,60,42,27.5,4.7,2.1,10.1,crowdja01
Jeremy Lamb,28,IND,SG,36,8,21.3,3.6,1.5,10.1,lambje01
Théo Maledon,19,OKC,PG,65,49,27.4,3.2,3.5,10.1,maledth01
Elfrid Payton,26,NYK,PG,63,63,23.6,3.4,3.2,10.1,paytoel01
Bryn Forbes,27,MIL,SG,70,10,19.3,1.6,0.6,10,forbebr01
Gary Harris,26,TOT,SG,39,38,27.7,2,2,9.9,harriga01
Dorian Finney-Smith,27,DAL,PF,60,60,32,5.4,1.7,9.8,finnedo01
Frank Jackson,22,DET,PG,40,6,18.5,2.2,0.9,9.8,jacksfr01
Otto Porter Jr.,27,TOT,SF,28,6,21.6,5.4,2,9.7,porteot01
Kentavious Caldwell-Pope,27,LAL,SG,67,67,28.4,2.7,1.9,9.7,caldwke01
Mike Muscala,29,OKC,C,35,0,18.4,3.8,0.8,9.7,muscami01
Daniel Theis,28,TOT,C,65,51,24.6,5.5,1.7,9.6,theisda01
Wayne Ellington,33,DET,SG,46,31,22,1.8,1.5,9.6,ellinwa01
Cameron Johnson,24,PHX,PF,60,11,24,3.3,1.4,9.6,johnsca02
Isaac Okoro,20,CLE,SG,67,67,32.4,3.1,1.9,9.6,okorois01
Taurean Prince,26,TOT,PF,41,10,22.1,3.5,1.9,9.5,princta02
Danny Green,33,PHI,SF,69,69,28,3.8,1.7,9.5,greenda02
Eric Paschall,24,GSW,PF,40,2,17.4,3.2,1.3,9.5,pascher01
Trevor Ariza,35,MIA,SF,30,27,28,4.8,1.8,9.4,arizatr01
Cody Zeller,28,CHA,C,48,21,20.9,6.8,1.8,9.4,zelleco01
KJ Martin,20,HOU,SF,45,8,23.7,5.4,1.1,9.3,martike04
Larry Nance Jr.,28,CLE,PF,35,27,31.2,6.7,3.1,9.3,nancela02
Landry Shamet,23,BKN,SG,61,12,23,1.8,1.6,9.3,shamela01
Desmond Bane,22,MEM,SG,68,17,22.3,3.1,1.7,9.2,banede01
Josh Hart,25,NOP,SF,47,4,28.7,8,2.3,9.2,hartjo01
David Nwaba,28,HOU,SF,30,9,22.6,3.9,1,9.2,nwabada01
Patrick Williams,19,CHI,PF,71,71,27.9,4.6,1.4,9.2,willipa01
Furkan Korkmaz,23,PHI,SG,55,11,19.3,2.1,1.5,9.1,korkmfu01
De'Anthony Melton,22,MEM,PG,52,1,20.1,3.1,2.5,9.1,meltode01
Talen Horton-Tucker,20,LAL,SG,65,4,20.1,2.6,2.8,9,hortota01
Robin Lopez,32,WAS,C,71,9,19.1,3.8,0.8,9,lopezro01
Paul Millsap,35,DEN,PF,56,36,20.8,4.7,1.8,9,millspa01
Jaylen Nowell,21,MIN,SG,42,0,18.1,2.3,1.5,9,nowelja01
Ivica Zubac,23,LAC,C,72,33,22.3,7.2,1.3,9,zubaciv01
DeMarcus Cousins,30,TOT,C,41,11,17.4,6.4,1.9,8.9,couside01
Bruce Brown,24,BKN,PG,65,37,22.3,5.4,1.6,8.8,brownbr01
Michael Carter-Williams,29,ORL,SG,31,25,25.8,4.5,4.2,8.8,cartemi01
Danuel House Jr.,27,HOU,SF,36,23,25.9,3.7,1.9,8.8,houseda01
Jay Scrubb,20,LAC,SG,4,1,21,3.5,0.3,8.8,scrubja01
George Hill,34,TOT,PG,30,17,22.4,2,2.4,8.7,hillge01
Terence Davis,23,TOT,SG,61,4,17.6,2.5,1.4,8.7,daviste02
Raul Neto,28,WAS,PG,64,22,21.9,2.4,2.3,8.7,netora01
Isaiah Roby,22,OKC,PF,61,34,23.4,5.6,1.8,8.7,robyis01
Dario Šarić,26,PHX,C,50,4,17.4,3.8,1.3,8.7,saricda01
Moses Brown,21,OKC,C,43,32,21.4,8.9,0.2,8.6,brownmo01
T.J. McConnell,28,IND,PG,69,3,26,3.7,6.6,8.6,mccontj01
Jakob Poeltl,25,SAS,C,69,51,26.7,7.9,1.9,8.6,poeltja01
Ricky Rubio,30,MIN,PG,68,51,26.1,3.3,6.4,8.6,rubiori01
Svi Mykhailiuk,23,TOT,SF,66,14,20.1,2.5,1.7,8.5,mykhasv01
Robert Covington,30,POR,PF,70,70,32,6.7,1.7,8.5,covinro01
Gabriel Deck,25,OKC,PF,10,0,21.2,4,2.4,8.4,deckga01
James Ennis III,30,ORL,SF,41,37,24,4,1.5,8.4,ennisja01
Cameron Payne,26,PHX,PG,60,1,18,2.4,3.6,8.4,payneca01
Luke Kennard,24,LAC,SG,63,17,19.6,2.6,1.7,8.3,kennalu01
Mitchell Robinson,22,NYK,C,31,29,27.5,8.1,0.5,8.3,robinmi01
Cory Joseph,29,TOT,PG,63,13,23,2.5,3.4,8.2,josepco01
Sterling Brown,25,HOU,SG,51,14,24.1,4.4,1.4,8.2,brownst02
Aleksej Pokusevski,19,OKC,PF,45,28,24.2,4.7,2.2,8.2,pokusal01
Nicolas Batum,32,LAC,SF,67,38,27.4,4.7,2.2,8.1,batumni01
JaMychal Green,30,DEN,PF,58,5,19.3,4.8,0.9,8.1,greenja01
Hassan Whiteside,31,SAC,C,36,4,15.2,6,0.6,8.1,whiteha01
Mo Bamba,22,ORL,C,46,5,15.8,5.8,0.8,8,bambamo01
Tyrese Maxey,20,PHI,SG,61,8,15.3,1.7,2,8,maxeyty01
Kenrich Williams,26,OKC,PF,66,13,21.6,4.1,2.3,8,willike04
Robert Williams,23,BOS,C,52,13,18.9,6.9,1.8,8,williro04
Austin Rivers,28,TOT,SG,36,7,23.5,2.3,2.3,7.9,riverau01
Isaiah Stewart,19,DET,C,68,14,21.4,6.7,0.9,7.9,stewais01
Willy Hernangómez,26,NOP,C,47,12,18,7.1,1.1,7.8,hernawi01
Chuma Okeke,22,ORL,PF,45,19,25.2,4,2.2,7.8,okekech01
Anfernee Simons,21,POR,SG,64,0,17.3,2.2,1.4,7.8,simonan01
D.J. Augustin,33,TOT,PG,57,12,19.8,1.6,3.3,7.7,augusdj01
Ben McLemore,27,TOT,SG,53,5,17.1,1.9,0.7,7.7,mclembe01
PJ Dozier,24,DEN,SG,50,6,21.8,3.6,1.8,7.7,doziepj01
Mike James,30,BKN,PG,13,1,18.2,2.5,4.2,7.7,jamesmi02
Naji Marshall,23,NOP,SF,32,10,21.9,4.6,2.8,7.7,marshna01
Payton Pritchard,23,BOS,SG,66,4,19.2,2.4,1.8,7.7,pritcpa01
Tomáš Satoranský,29,CHI,SG,58,18,22.5,2.4,4.7,7.7,satorto01
Isaiah Thomas,31,NOP,PG,3,0,16,1.3,1.7,7.7,thomais02
Steven Adams,27,NOP,C,58,58,27.7,8.9,1.9,7.6,adamsst01
Garrett Temple,34,CHI,SG,56,25,27.3,2.9,2.2,7.6,templga01
Tristan Thompson,29,BOS,C,54,43,23.8,8.1,1.2,7.6,thomptr01
Patrick Beverley,32,LAC,PG,37,34,22.5,3.2,2.1,7.5,beverpa01
Henry Ellenson,24,TOR,PF,2,0,19,6,2.5,7.5,ellenhe01
