Player,Age,Team,Pos,G,GS,MP,FG%,%of FGA from 2P,%of FGA from 0-3,%of FGA from 3-10,%of FGA from 10-16,%of FGA from 16-3P,%of FGA from 3P,FG% on 2P,FG% on  0-3,FG% on  3-10,FG% on  10-16,FG% on  16-3P,FG% on  3P,% of 2PFG assisted,% of 3PFG assited,%FGA that are dunks,# of made dunks,%3PA from the corner,3P% from the corner,playerID
Deandre Ayton,24,PHX,C,67,67,2035,0.589,0.973,0.313,0.352,0.223,0.085,0.027,0.597,0.806,0.532,0.455,0.467,0.292,0.792,0.857,0.131,110,0,0,aytonde01
Mike Conley,35,TOT,PG,67,66,2029,0.428,0.425,0.084,0.203,0.108,0.03,0.575,0.486,0.608,0.427,0.5,0.5,0.385,0.381,0.696,0,0,0.157,0.545,conlemi01
Giannis Antetokounmpo,28,MIL,PF,63,63,2024,0.553,0.866,0.48,0.212,0.091,0.084,0.134,0.596,0.791,0.354,0.353,0.355,0.275,0.415,0.617,0.166,198,0.023,0.25,antetgi01
Kevin Porter Jr.,22,HOU,PG,59,59,2024,0.442,0.564,0.153,0.221,0.115,0.076,0.436,0.501,0.711,0.385,0.461,0.478,0.366,0.18,0.525,0.054,41,0.117,0.489,porteke02
Deni Avdija,22,WAS,SF,76,40,2020,0.437,0.599,0.283,0.263,0.038,0.016,0.401,0.53,0.72,0.395,0.227,0.111,0.297,0.538,0.942,0.057,29,0.241,0.339,avdijde01
Tyrese Maxey,22,PHI,SG,60,41,2016,0.481,0.596,0.222,0.208,0.101,0.06,0.404,0.513,0.626,0.447,0.467,0.4,0.434,0.444,0.688,0.014,13,0.195,0.514,maxeyty01
Dorian Finney-Smith,29,TOT,PF,66,66,2009,0.391,0.325,0.218,0.088,0.012,0.008,0.675,0.503,0.642,0.227,0,0.5,0.337,0.671,0.974,0.084,33,0.382,0.38,finnedo01
Jordan Clarkson,30,UTA,SG,61,61,1988,0.444,0.555,0.109,0.302,0.13,0.015,0.445,0.53,0.688,0.508,0.47,0.333,0.338,0.215,0.748,0.016,12,0.12,0.4,clarkjo01
Dennis Schröder,29,LAL,PG,66,50,1986,0.415,0.654,0.168,0.208,0.18,0.098,0.346,0.461,0.55,0.422,0.462,0.391,0.329,0.245,0.905,0,0,0.258,0.345,schrode01
Tre Jones,23,SAS,PG,68,65,1984,0.459,0.787,0.276,0.262,0.21,0.039,0.213,0.506,0.673,0.385,0.442,0.483,0.285,0.26,0.867,0.004,1,0.323,0.255,jonestr01
Grayson Allen,27,MIL,SG,72,70,1972,0.44,0.343,0.18,0.104,0.054,0.005,0.657,0.518,0.67,0.345,0.4,0,0.399,0.606,0.884,0.027,12,0.213,0.474,allengr01
Jonas Valančiūnas,30,NOP,C,79,79,1968,0.547,0.866,0.357,0.325,0.134,0.039,0.134,0.577,0.725,0.494,0.44,0.313,0.349,0.569,0.974,0.086,67,0.046,0.2,valanjo01
Eric Gordon,34,TOT,SG,69,58,1965,0.446,0.455,0.164,0.243,0.041,0.006,0.545,0.535,0.71,0.453,0.37,0.25,0.371,0.39,0.811,0.002,1,0.084,0.467,gordoer01
Kevon Looney,26,GSW,C,82,70,1958,0.63,0.997,0.557,0.365,0.044,0.031,0.003,0.632,0.734,0.521,0.412,0.417,0,0.669,0,0.177,68,0,0,looneke01
Kyle Anderson,29,MIN,PF,69,46,1957,0.509,0.788,0.246,0.426,0.087,0.028,0.212,0.536,0.648,0.512,0.465,0.143,0.41,0.512,0.93,0.02,10,0.448,0.468,anderky01
Marcus Smart,28,BOS,PG,61,61,1957,0.415,0.432,0.14,0.204,0.053,0.025,0.568,0.519,0.75,0.431,0.438,0.267,0.336,0.274,0.826,0.008,4,0.193,0.333,smartma01
LeBron James,38,LAL,PF,55,54,1954,0.5,0.691,0.302,0.197,0.084,0.107,0.309,0.58,0.788,0.463,0.34,0.397,0.321,0.395,0.628,0.062,74,0.08,0.267,jamesle01
Herbert Jones,24,NOP,PF,66,66,1951,0.469,0.667,0.381,0.22,0.018,0.038,0.333,0.536,0.66,0.391,0.444,0.211,0.335,0.659,0.911,0.084,37,0.503,0.321,joneshe01
Torrey Craig,32,PHX,PF,79,60,1948,0.456,0.494,0.266,0.138,0.062,0.028,0.506,0.518,0.699,0.319,0.258,0.357,0.395,0.57,0.99,0.044,17,0.474,0.45,craigto01
Ja Morant,23,MEM,PG,61,59,1948,0.466,0.753,0.289,0.295,0.144,0.025,0.247,0.519,0.652,0.419,0.463,0.467,0.307,0.181,0.533,0.058,55,0.1,0.433,moranja01
Kelly Olynyk,31,UTA,C,68,68,1942,0.499,0.576,0.223,0.269,0.048,0.036,0.424,0.576,0.702,0.54,0.296,0.45,0.394,0.643,0.968,0.025,13,0.203,0.438,olynyke01
Stephen Curry,34,GSW,PG,56,56,1941,0.493,0.436,0.107,0.191,0.063,0.076,0.564,0.579,0.76,0.551,0.493,0.465,0.427,0.371,0.593,0,0,0.097,0.597,curryst01
Tyus Jones,26,MEM,PG,80,22,1940,0.438,0.541,0.085,0.182,0.235,0.039,0.459,0.495,0.6,0.488,0.473,0.429,0.371,0.284,0.793,0,0,0.202,0.53,jonesty01
Paul George,32,LAC,SF,56,56,1939,0.457,0.576,0.145,0.14,0.132,0.157,0.424,0.521,0.699,0.553,0.421,0.411,0.371,0.322,0.614,0.042,36,0.134,0.491,georgpa01
Al Horford,36,BOS,C,63,63,1922,0.476,0.322,0.14,0.123,0.038,0.021,0.678,0.539,0.672,0.525,0.278,0.2,0.446,0.675,0.993,0.023,11,0.378,0.488,horfoal01
P.J. Tucker,37,PHI,PF,75,75,1920,0.427,0.378,0.173,0.151,0.036,0.018,0.622,0.482,0.487,0.441,0.5,0.75,0.393,0.732,0.982,0,0,0.914,0.398,tuckepj01
Jalen McDaniels,25,TOT,SF,80,24,1913,0.455,0.624,0.305,0.207,0.078,0.016,0.376,0.53,0.649,0.398,0.396,0.4,0.332,0.549,0.974,0.073,36,0.384,0.337,mcdanja01
Jakob Poeltl,27,TOT,C,72,71,1906,0.629,0.998,0.487,0.351,0.138,0.002,0.002,0.63,0.757,0.516,0.471,0,0,0.632,0,0.045,27,0,0,poeltja01
Anthony Davis,29,LAL,C,56,54,1904,0.563,0.923,0.348,0.323,0.134,0.117,0.077,0.589,0.788,0.514,0.442,0.372,0.257,0.625,1,0.156,138,0.149,0.364,davisan02
Donte DiVincenzo,26,GSW,SG,72,36,1894,0.435,0.3,0.124,0.131,0.026,0.019,0.7,0.525,0.567,0.563,0.286,0.3,0.397,0.612,0.927,0.017,9,0.228,0.419,divindo01
Bojan Bogdanović,33,DET,PF,59,59,1893,0.488,0.6,0.144,0.214,0.169,0.073,0.4,0.539,0.685,0.487,0.537,0.406,0.411,0.537,0.828,0.012,10,0.297,0.419,bogdabo02
Chris Paul,37,PHX,PG,59,59,1889,0.44,0.609,0.025,0.127,0.302,0.154,0.391,0.482,0.588,0.447,0.485,0.485,0.375,0.163,0.551,0,0,0.073,0.421,paulch01
Tyrese Haliburton,22,IND,PG,56,56,1883,0.49,0.522,0.209,0.163,0.092,0.048,0.478,0.572,0.733,0.453,0.403,0.55,0.4,0.243,0.435,0.02,17,0.092,0.514,halibty01
Jarred Vanderbilt,23,TOT,PF,78,65,1879,0.548,0.8,0.483,0.282,0.031,0.004,0.2,0.604,0.72,0.449,0.214,0.5,0.322,0.679,1,0.213,90,0.878,0.354,vandeja01
Terance Mann,26,LAC,SG,81,36,1872,0.519,0.622,0.33,0.191,0.061,0.04,0.378,0.598,0.769,0.4,0.375,0.476,0.389,0.554,0.883,0.107,47,0.495,0.337,mannte01
Troy Brown Jr.,23,LAL,SF,76,45,1860,0.43,0.396,0.166,0.148,0.032,0.049,0.604,0.505,0.688,0.377,0.4,0.348,0.381,0.667,0.953,0.03,10,0.395,0.405,browntr01
Onyeka Okongwu,22,ATL,C,80,18,1849,0.638,0.974,0.606,0.233,0.05,0.074,0.026,0.647,0.764,0.448,0.56,0.405,0.308,0.706,1,0.207,95,0.769,0.4,okongon01
Austin Reaves,24,LAL,SG,64,22,1843,0.529,0.559,0.184,0.194,0.129,0.053,0.441,0.631,0.833,0.558,0.54,0.423,0.398,0.405,0.86,0.016,8,0.264,0.368,reaveau01
Desmond Bane,24,MEM,SG,58,58,1841,0.479,0.567,0.229,0.21,0.071,0.056,0.433,0.534,0.642,0.447,0.478,0.491,0.408,0.521,0.729,0.007,6,0.15,0.508,banede01
Devin Booker,26,PHX,SG,53,53,1835,0.494,0.704,0.156,0.202,0.204,0.142,0.296,0.554,0.717,0.491,0.555,0.464,0.351,0.387,0.685,0.02,20,0.149,0.362,bookede01
Marcus Morris,33,LAC,PF,65,65,1825,0.426,0.521,0.07,0.118,0.199,0.134,0.479,0.484,0.711,0.5,0.414,0.453,0.364,0.414,0.955,0.008,5,0.231,0.31,morrima03
Myles Turner,26,IND,C,62,62,1825,0.548,0.66,0.302,0.251,0.071,0.029,0.34,0.638,0.778,0.516,0.615,0.286,0.373,0.767,0.968,0.095,67,0.096,0.458,turnemy01
Bobby Portis,27,MIL,PF,70,22,1818,0.496,0.68,0.23,0.202,0.172,0.076,0.32,0.555,0.643,0.549,0.471,0.492,0.37,0.597,1,0.025,17,0.35,0.278,portibo01
Aaron Nesmith,23,IND,SF,73,60,1816,0.427,0.468,0.249,0.136,0.063,0.02,0.532,0.496,0.639,0.263,0.486,0.333,0.366,0.701,0.965,0.042,22,0.424,0.383,nesmiaa01
Patrick Beverley,34,TOT,SG,67,67,1816,0.4,0.336,0.122,0.181,0.022,0.011,0.664,0.529,0.636,0.446,0.5,0.75,0.335,0.359,0.875,0.003,1,0.335,0.35,beverpa01
Jevon Carter,27,MIL,PG,81,39,1810,0.423,0.404,0.092,0.067,0.09,0.154,0.596,0.425,0.538,0.237,0.431,0.437,0.421,0.34,0.789,0.004,1,0.231,0.436,carteje01
Michael Porter Jr.,24,DEN,SF,62,62,1798,0.487,0.444,0.165,0.103,0.061,0.109,0.556,0.579,0.807,0.429,0.44,0.449,0.414,0.752,0.904,0.051,39,0.185,0.524,portemi01
Naji Marshall,25,NOP,SF,77,21,1792,0.433,0.618,0.228,0.291,0.082,0.012,0.382,0.513,0.662,0.386,0.532,0.429,0.303,0.53,0.985,0.026,14,0.381,0.325,marshna01
Jaren Jackson Jr.,23,MEM,C,63,63,1787,0.506,0.657,0.304,0.319,0.028,0.006,0.343,0.585,0.704,0.496,0.348,0.4,0.355,0.595,0.96,0.112,83,0.209,0.322,jacksja02
Shaedon Sharpe,19,POR,SG,80,15,1779,0.472,0.563,0.285,0.114,0.049,0.111,0.437,0.559,0.708,0.392,0.313,0.444,0.36,0.549,0.882,0.108,62,0.322,0.407,sharpsh01
Markelle Fultz,24,ORL,PG,60,60,1778,0.514,0.872,0.299,0.28,0.178,0.115,0.128,0.544,0.685,0.5,0.438,0.449,0.31,0.323,0.963,0.054,30,0.368,0.375,fultzma01
Tari Eason,21,HOU,PF,82,5,1767,0.448,0.739,0.433,0.262,0.029,0.015,0.261,0.486,0.619,0.318,0.211,0.1,0.343,0.473,0.983,0.126,64,0.285,0.367,easonta01
Gabe Vincent,26,MIA,PG,68,34,1759,0.402,0.383,0.093,0.138,0.088,0.062,0.617,0.512,0.547,0.462,0.44,0.657,0.334,0.423,0.718,0.002,1,0.323,0.381,vincega01
Kawhi Leonard,31,LAC,SF,52,50,1748,0.512,0.713,0.141,0.178,0.225,0.169,0.287,0.551,0.724,0.523,0.531,0.463,0.416,0.333,0.644,0.049,42,0.192,0.521,leonaka01
Malcolm Brogdon,30,BOS,PG,67,0,1744,0.484,0.594,0.187,0.239,0.082,0.075,0.406,0.51,0.613,0.434,0.483,0.509,0.444,0.342,0.636,0.007,5,0.155,0.435,brogdma01
Christian Wood,27,DAL,C,67,17,1738,0.515,0.637,0.304,0.208,0.062,0.062,0.363,0.594,0.697,0.569,0.417,0.354,0.376,0.615,0.971,0.124,86,0.168,0.319,woodch01
Coby White,22,CHI,SG,74,2,1730,0.443,0.421,0.2,0.096,0.072,0.052,0.579,0.54,0.672,0.386,0.465,0.419,0.372,0.348,0.961,0.008,4,0.148,0.412,whiteco01
Clint Capela,28,ATL,C,65,63,1730,0.653,0.998,0.761,0.218,0.004,0.004,0.002,0.654,0.725,0.402,0,0.5,0,0.717,0,0.287,144,0,0,capelca01
Malik Monk,24,SAC,SG,77,0,1719,0.448,0.5,0.216,0.183,0.064,0.034,0.5,0.538,0.698,0.418,0.333,0.519,0.359,0.523,0.825,0.049,33,0.168,0.433,monkma01
Kyle Lowry,36,MIA,PG,55,44,1718,0.404,0.361,0.14,0.093,0.082,0.045,0.639,0.509,0.588,0.444,0.475,0.455,0.345,0.292,0.757,0,0,0.177,0.455,lowryky01
Nicolas Batum,34,LAC,PF,78,19,1709,0.42,0.168,0.094,0.039,0.016,0.018,0.832,0.563,0.694,0.533,0.333,0.143,0.391,0.611,0.992,0.024,8,0.391,0.435,batumni01
Walker Kessler,21,UTA,C,74,40,1703,0.72,0.993,0.671,0.304,0.002,0.014,0.007,0.723,0.813,0.54,1,0.333,0.333,0.67,1,0.343,130,0.333,0,kesslwa01
Monte Morris,27,WAS,PG,62,61,1695,0.48,0.604,0.118,0.21,0.144,0.132,0.396,0.543,0.754,0.509,0.5,0.456,0.382,0.29,0.769,0,0,0.245,0.4,morrimo01
Wendell Carter Jr.,23,ORL,C,57,54,1690,0.525,0.633,0.282,0.179,0.101,0.07,0.367,0.624,0.85,0.473,0.452,0.349,0.356,0.649,0.988,0.145,84,0.218,0.449,cartewe01
Santi Aldama,22,MEM,PF,77,20,1682,0.47,0.493,0.28,0.166,0.03,0.017,0.507,0.591,0.707,0.471,0.25,0.444,0.353,0.68,0.968,0.118,54,0.391,0.365,aldamsa01
Bradley Beal,29,WAS,SG,50,50,1673,0.506,0.751,0.197,0.256,0.164,0.133,0.249,0.552,0.786,0.462,0.472,0.479,0.365,0.401,0.713,0.016,14,0.201,0.364,bealbr01
Kevin Durant,34,TOT,PF,47,47,1672,0.56,0.733,0.11,0.162,0.292,0.168,0.267,0.617,0.821,0.607,0.591,0.538,0.404,0.464,0.656,0.044,37,0.078,0.556,duranke01
Jalen Duren,19,DET,C,67,31,1670,0.648,0.995,0.606,0.339,0.048,0.003,0.005,0.652,0.747,0.511,0.474,0,0,0.667,0,0.412,153,0.5,0,durenja01
Reggie Jackson,32,TOT,PG,68,40,1657,0.411,0.55,0.13,0.209,0.1,0.1,0.45,0.474,0.639,0.44,0.422,0.406,0.333,0.257,0.823,0.008,5,0.253,0.384,jacksre01
Isaac Okoro,22,CLE,SF,76,46,1652,0.494,0.517,0.37,0.13,0.006,0.003,0.483,0.617,0.687,0.413,1,0,0.363,0.735,0.935,0.096,30,0.83,0.38,okorois01
Isaiah Hartenstein,24,NYK,C,82,8,1626,0.535,0.887,0.56,0.202,0.122,0.003,0.113,0.576,0.623,0.576,0.375,0,0.216,0.611,1,0.144,42,0.649,0.292,harteis01
Daniel Gafford,24,WAS,C,78,47,1604,0.732,1,0.592,0.367,0.025,0.015,0,0.732,0.846,0.566,0.8,0.167,0,0.668,0,0.362,135,0,0,gaffoda01
Mitchell Robinson,24,NYK,C,59,58,1591,0.671,1,0.918,0.075,0.004,0.004,0,0.671,0.7,0.333,1,0,0,0.574,0,0.521,130,0,0,robinmi01
Drew Eubanks,25,POR,C,78,28,1584,0.641,0.946,0.491,0.314,0.108,0.024,0.054,0.655,0.756,0.562,0.5,0.375,0.389,0.773,1,0.263,74,0.167,0,eubandr01
Gordon Hayward,32,CHA,SF,50,50,1577,0.475,0.725,0.16,0.201,0.191,0.172,0.275,0.532,0.763,0.487,0.486,0.42,0.325,0.554,0.904,0.028,16,0.231,0.432,haywago01
Alex Caruso,28,CHI,PG,67,36,1575,0.455,0.472,0.29,0.112,0.052,0.017,0.528,0.556,0.699,0.281,0.4,0.4,0.364,0.533,0.945,0.028,6,0.49,0.405,carusal01
Shake Milton,26,PHI,SG,76,11,1567,0.479,0.706,0.296,0.243,0.119,0.04,0.294,0.521,0.685,0.393,0.4,0.5,0.378,0.416,0.839,0.008,4,0.25,0.297,miltosh01
Norman Powell,29,LAC,SG,60,8,1567,0.479,0.596,0.241,0.207,0.087,0.061,0.404,0.534,0.684,0.456,0.419,0.372,0.397,0.527,0.877,0.025,16,0.317,0.484,powelno01
Cole Anthony,22,ORL,PG,60,4,1552,0.454,0.662,0.143,0.249,0.151,0.12,0.338,0.5,0.632,0.447,0.522,0.425,0.364,0.248,0.733,0.023,11,0.083,0.353,anthoco01
Malaki Branham,19,SAS,SG,66,32,1550,0.44,0.583,0.149,0.203,0.146,0.085,0.417,0.539,0.637,0.524,0.517,0.442,0.302,0.495,0.922,0.02,9,0.208,0.358,branhma01
Cedi Osman,27,CLE,SF,77,2,1548,0.451,0.411,0.268,0.1,0.025,0.015,0.589,0.564,0.732,0.226,0.538,0,0.372,0.764,0.862,0.013,7,0.253,0.43,osmande01
Kelly Oubre Jr.,27,CHA,SF,48,40,1548,0.431,0.586,0.252,0.206,0.093,0.035,0.414,0.51,0.66,0.361,0.447,0.483,0.319,0.539,0.917,0.067,47,0.295,0.41,oubreke01
Josh Green,22,DAL,SG,60,21,1539,0.537,0.558,0.285,0.199,0.06,0.013,0.442,0.643,0.78,0.513,0.435,0.6,0.402,0.664,1,0.068,25,0.698,0.39,greenjo02
Brandon Ingram,25,NOP,SF,45,45,1538,0.484,0.804,0.135,0.189,0.273,0.192,0.196,0.507,0.735,0.456,0.518,0.375,0.39,0.371,0.781,0.03,22,0.067,0.455,ingrabr01
Josh Richardson,29,TOT,SG,65,10,1530,0.431,0.471,0.09,0.108,0.164,0.108,0.529,0.506,0.66,0.467,0.429,0.533,0.365,0.432,0.916,0.011,5,0.16,0.447,richajo01
Joe Harris,31,BKN,SF,74,33,1527,0.457,0.243,0.127,0.064,0.011,0.041,0.757,0.551,0.714,0.357,0,0.5,0.426,0.797,1,0,0,0.273,0.462,harrijo01
T.J. McConnell,30,IND,PG,75,6,1526,0.543,0.887,0.311,0.361,0.167,0.035,0.113,0.556,0.642,0.516,0.483,0.5,0.441,0.233,0.692,0,0,0.288,0.588,mccontj01
Chris Boucher,30,TOR,PF,76,0,1523,0.493,0.643,0.412,0.164,0.036,0.023,0.357,0.585,0.651,0.46,0.421,0.583,0.328,0.568,0.984,0.146,67,0.487,0.359,bouchch01
Georges Niang,29,PHI,PF,78,1,1512,0.442,0.235,0.094,0.112,0.024,0.004,0.765,0.576,0.681,0.536,0.333,0.5,0.401,0.735,0.994,0,0,0.19,0.534,niangge01
Bogdan Bogdanović,30,ATL,SG,54,9,1508,0.447,0.411,0.087,0.098,0.131,0.09,0.589,0.506,0.642,0.567,0.475,0.345,0.406,0.449,0.801,0.003,2,0.206,0.392,bogdabo01
Damion Lee,30,PHX,SG,74,5,1506,0.442,0.454,0.122,0.144,0.126,0.062,0.546,0.439,0.6,0.385,0.456,0.214,0.445,0.7,0.991,0.004,2,0.393,0.495,leeda03
Bol Bol,23,ORL,PF,70,33,1505,0.546,0.764,0.324,0.264,0.107,0.069,0.236,0.633,0.871,0.492,0.471,0.303,0.265,0.537,0.767,0.157,73,0.239,0.185,bolbo01
John Konchar,26,MEM,SF,72,23,1494,0.431,0.447,0.294,0.109,0.028,0.016,0.553,0.545,0.702,0.229,0.333,0.2,0.339,0.769,0.95,0.028,7,0.525,0.355,konchjo01
Rui Hachimura,24,TOT,PF,63,9,1466,0.486,0.726,0.247,0.176,0.171,0.132,0.274,0.55,0.736,0.369,0.49,0.519,0.319,0.618,1,0.074,38,0.319,0.333,hachiru01
Dwight Powell,31,DAL,C,76,64,1458,0.732,0.981,0.799,0.167,0.004,0.011,0.019,0.746,0.791,0.578,0,0.333,0,0.787,0,0.316,76,0.4,0,poweldw01
Jeremy Sochan,19,SAS,PF,56,53,1458,0.453,0.757,0.341,0.279,0.085,0.053,0.243,0.519,0.665,0.39,0.447,0.379,0.246,0.59,1,0.127,60,0.254,0.147,sochaje01
Keita Bates-Diop,27,SAS,PF,67,42,1452,0.508,0.695,0.34,0.303,0.047,0.004,0.305,0.557,0.696,0.44,0.364,0,0.394,0.65,0.982,0.039,15,0.43,0.377,bateske01
Davion Mitchell,24,SAC,PG,80,9,1447,0.454,0.506,0.208,0.128,0.055,0.105,0.494,0.584,0.699,0.569,0.318,0.5,0.32,0.449,0.825,0.005,1,0.193,0.316,mitchda01
Pat Connaughton,30,MIL,SF,61,33,1443,0.392,0.235,0.152,0.071,0.005,0.007,0.765,0.566,0.672,0.333,0.5,0.667,0.339,0.75,0.982,0.019,8,0.339,0.358,connapa01
Zach Collins,25,SAS,C,63,26,1441,0.518,0.732,0.301,0.297,0.082,0.051,0.268,0.571,0.679,0.54,0.378,0.429,0.374,0.581,1,0.044,21,0.061,0.222,colliza01
Isaiah Stewart,21,DET,C,50,47,1414,0.442,0.535,0.302,0.209,0.009,0.016,0.465,0.542,0.571,0.478,0.5,0.857,0.327,0.688,1,0.075,29,0.327,0.328,stewais01
AJ Griffin,19,ATL,SF,72,12,1401,0.465,0.514,0.101,0.165,0.173,0.075,0.486,0.536,0.63,0.568,0.522,0.375,0.39,0.558,0.891,0.017,9,0.293,0.408,griffaj01
