Player,Age,Team,Pos,G,GS,MP,TRB,AST,PTS,playerID
Dennis Smith Jr.,26,BKN,PG,56,2,18.9,2.9,3.6,6.6,smithde03
Chimezie Metu,26,TOT,C,51,12,16.8,3.8,0.9,6.5,metuch01
Jordan Goodwin,25,TOT,PG,57,12,18.5,4.4,2.7,6.5,goodwjo01
David Roddy,22,TOT,PF,65,13,18.1,3.2,1.2,6.5,roddyda01
David Duke Jr.,24,SAS,SG,4,0,12.8,2.5,1.3,6.5,dukeda01
Jeff Green,37,HOU,PF,78,6,16.8,2.3,0.9,6.5,greenje02
Isaiah Jackson,22,IND,C,59,3,13.1,4,0.8,6.5,jacksis01
Marcus Morris,34,TOT,PF,49,7,16.7,2.7,0.7,6.4,morrima03
Kyle Anderson,30,MIN,PF,79,10,22.6,3.5,4.2,6.4,anderky01
Chris Boucher,31,TOR,PF,50,0,14.1,4.1,0.5,6.4,bouchch01
Jared Butler,23,WAS,SG,40,0,14.2,1.5,3.2,6.3,butleja02
Bruno Fernando,25,ATL,C,45,2,15.2,4.3,1,6.3,fernabr01
Daniel Theis,31,TOT,C,60,3,16.9,4.1,1,6.3,theisda01
Jaylen Nowell,24,TOT,SG,13,1,16.5,1.8,1.5,6.2,nowelja01
Patrick Beverley,35,TOT,PG,73,13,20,3.3,2.9,6.2,beverpa01
Jae Crowder,33,MIL,PF,50,25,23.1,3.2,1.3,6.2,crowdja01
Keon Johnson,21,BKN,SG,5,0,12.2,1.4,0.6,6.2,johnske07
Haywood Highsmith,27,MIA,PF,66,26,20.7,3.2,1.1,6.1,highsha01
Vít Krejčí,23,ATL,PG,22,14,24.6,2.4,2.3,6.1,krejcvi01
Kris Murray,23,POR,SF,62,29,21.7,3.6,1.3,6.1,murrakr01
Ben Simmons,27,BKN,PG,15,12,23.9,7.9,5.7,6.1,simmobe01
Zavier Simpson,26,MEM,PG,7,0,23,2.9,3.6,6,simpsza01
Tosan Evbuomwan,22,TOT,SF,17,8,21.6,3.5,0.9,5.9,evbuoto01
Justin Champagnie,22,WAS,SF,15,1,15.7,3.5,1.3,5.9,champju01
Nick Smith Jr.,19,CHA,SG,51,0,14.3,1.4,1.2,5.9,smithni01
Ochai Agbaji,23,TOT,SG,78,28,21,2.8,1.1,5.8,agbajoc01
Noah Clowney,19,BKN,PF,23,4,16.1,3.5,0.8,5.8,clownno01
Dyson Daniels,20,NOP,PG,61,16,22.3,3.9,2.7,5.8,daniedy01
Danilo Gallinari,35,TOT,SF,49,0,12.9,2.2,1.1,5.7,gallida01
Thomas Bryant,26,MIA,C,38,4,11.6,3.7,0.6,5.7,bryanth01
Torrey Craig,33,CHI,SF,53,14,19.8,4.1,1.1,5.7,craigto01
Larry Nance Jr.,31,NOP,C,61,0,19.9,5,1.9,5.7,nancela02
Pat Connaughton,31,MIL,SF,76,3,22.1,3.1,2.1,5.6,connapa01
Craig Porter Jr.,23,CLE,PG,51,6,12.7,2.1,2.3,5.6,portecr01
Mitchell Robinson,25,NYK,C,31,21,24.8,8.5,0.6,5.6,robinmi01
Malachi Flynn,25,TOT,PG,69,0,12.7,1.7,1.9,5.5,flynnma01
Doug McDermott,32,TOT,SF,64,0,14.1,0.9,1.1,5.5,mcderdo01
Dexter Dennis,24,DAL,SG,4,0,7.5,2.3,1,5.5,dennide01
Gary Payton II,31,GSW,SG,44,0,15.5,2.6,1.1,5.5,paytoga02
Neemias Queta,24,BOS,C,28,0,11.9,4.4,0.7,5.5,quetane01
Ricky Council IV,22,PHI,SG,32,0,9,1.4,0.5,5.4,councri01
Kris Dunn,29,UTA,PG,66,32,18.9,2.9,3.8,5.4,dunnkr01
Keon Ellis,24,SAC,SG,57,21,17.2,2.2,1.5,5.4,elliske01
Cam Reddish,24,LAL,SF,48,26,20.5,2.1,1,5.4,reddica01
Matt Ryan,26,NOP,SF,28,1,13.9,1.4,0.6,5.4,ryanma01
Matisse Thybulle,26,POR,SF,65,19,22.9,2.1,1.4,5.4,thybuma01
Sasha Vezenkov,28,SAC,PF,42,0,12.2,2.3,0.5,5.4,vezenal01
Dean Wade,27,CLE,PF,54,32,20.5,4,0.8,5.4,wadede01
Darius Bazley,23,TOT,PF,9,0,16.9,3.1,0.8,5.3,bazleda01
Xavier Tillman Sr.,25,TOT,PF,54,15,18,3.9,1.4,5.3,tillmxa01
Nicolas Batum,35,TOT,PF,60,38,25.5,4.1,2.1,5.3,batumni01
Luke Kornet,28,BOS,C,63,7,15.6,4.1,1.1,5.3,kornelu01
Davion Mitchell,25,SAC,PG,72,4,15.3,1.3,1.9,5.3,mitchda01
Mason Plumlee,33,LAC,C,46,11,14.7,5.1,1.2,5.3,plumlma01
Stanley Umude,24,DET,SG,24,2,12.8,2.1,0.5,5.3,umudest01
Aleksej Pokusevski,22,TOT,PF,28,0,14.5,3.2,1.3,5.2,pokusal01
Bol Bol,24,PHX,PF,43,0,10.9,3.2,0.4,5.2,bolbo01
Brandon Boston Jr.,22,LAC,SF,32,0,10.8,1.6,0.4,5.2,bostobr01
Jarred Vanderbilt,24,LAL,PF,29,6,20,4.8,1.2,5.2,vandeja01
Seth Curry,33,TOT,SG,44,4,14,1.5,1,5.1,curryse01
Drew Eubanks,26,PHX,C,75,6,15.6,4.3,0.8,5.1,eubandr01
Bryce McGowens,21,CHA,SG,59,14,14.9,1.7,0.9,5.1,mcgowbr01
Richaun Holmes,30,TOT,C,40,10,13.9,4.6,0.6,5,holmeri01
Monte Morris,28,TOT,PG,33,0,14.4,1.7,2.1,5,morrimo01
Goga Bitadze,24,ORL,C,62,33,15.4,4.6,1.3,5,bitadgo01
Jevon Carter,28,CHI,PG,72,0,13.9,0.8,1.3,5,carteje01
Devonte' Graham,28,SAS,PG,23,0,13.6,1.6,2.1,5,grahade01
Isaiah Livers,25,DET,PF,23,6,20.4,2.1,1.1,5,liveris01
Kobi Simmons,26,TOR,PG,4,0,16.8,1.8,3,5,simmoko01
D.J. Wilson,27,PHI,PF,2,0,7.5,1,1,5,wilsodj01
Jalen Wilson,23,BKN,PF,43,3,15.4,3,1,5,wilsoja03
Jock Landale,28,HOU,C,56,3,13.6,3.1,1.2,4.9,landajo01
Garrison Mathews,27,ATL,SG,66,5,15,1.4,0.6,4.9,mathega01
Jared Rhoden,24,DET,SG,17,0,14.4,1.9,0.8,4.9,rhodeja01
Kobe Bufkin,20,ATL,SG,17,0,11.5,1.9,1.6,4.8,bufkiko01
DeJon Jarreau,26,MEM,SG,9,0,16.7,4.9,2.9,4.8,jarrede01
Eugene Omoruyi,26,WAS,SF,43,0,9.1,2,0.8,4.8,omorueu01
Kenrich Williams,29,OKC,PF,69,1,14.9,3,1.3,4.7,willike04
Kenneth Lofton Jr.,21,TOT,PF,21,0,9.5,1.8,1.6,4.6,loftoke01
Anthony Black,20,ORL,PG,69,33,16.9,2,1.3,4.6,blackan01
Josh Okogie,25,PHX,SG,60,11,16,2.6,1.1,4.6,okogijo01
Omer Yurtseven,25,UTA,C,48,12,11.4,4.3,0.6,4.6,yurtsom01
Shake Milton,27,TOT,SG,48,0,12.1,1.6,1.3,4.5,miltosh01
Delon Wright,31,TOT,PG,47,1,15.8,1.8,2.5,4.5,wrighde01
A.J. Green,24,MIL,SG,56,0,11,1.1,0.5,4.5,greenaj01
Kevon Looney,27,GSW,C,74,36,16.1,5.7,1.8,4.5,looneke01
Taze Moore,25,POR,SG,4,0,10,2,1.3,4.5,mooreta02
Julian Strawther,21,DEN,SF,50,0,10.9,1.2,0.9,4.5,strawju01
Bismack Biyombo,31,TOT,C,40,27,19.8,5.2,1.3,4.4,biyombi01
Robert Covington,33,TOT,SF,29,6,16.8,3.3,0.8,4.4,covinro01
Patrick Baldwin Jr.,21,WAS,SF,38,7,13,3.2,0.8,4.4,baldwpa01
Mo Bamba,25,PHI,C,57,17,13,4.2,0.7,4.4,bambamo01
Dominick Barlow,20,SAS,PF,33,1,12.7,3.4,1.1,4.4,barlodo01
MarJon Beauchamp,23,MIL,SF,48,1,12.7,2.1,0.6,4.4,beaucma01
Joe Ingles,36,ORL,SF,68,0,17.2,2.1,3,4.4,inglejo01
Maxi Kleber,32,DAL,C,43,7,20.3,3.3,1.6,4.4,klebima01
Jontay Porter,24,TOR,PF,26,5,13.8,3.2,2.3,4.4,portejo01
Lester Quiñones,23,GSW,SG,37,0,10.6,1.9,1,4.4,quinole01
Ben Sheppard,22,IND,SG,57,1,14.3,1.6,0.9,4.4,sheppbe01
Blake Wesley,20,SAS,SG,61,3,14.4,1.5,2.7,4.4,weslebl01
Jeff Dowtin Jr.,26,PHI,PG,12,0,11.8,1.7,2.3,4.3,dowtije01
Jaxson Hayes,23,LAL,C,70,5,12.5,3,0.5,4.3,hayesja02
Caleb Houstan,21,ORL,SF,59,13,13.8,1.4,0.5,4.3,houstca01
John Konchar,27,MEM,SF,55,23,21.3,4.7,2,4.3,konchjo01
Dru Smith,26,MIA,SG,9,0,14.6,1.6,1.6,4.3,smithdr01
Thaddeus Young,35,TOT,PF,33,6,13.3,3.1,1.7,4.2,youngth01
Jacob Gilyard,25,TOT,PG,41,14,17,1.1,3.3,4.2,gilyaja01
Armoni Brooks,25,BKN,PG,10,0,10.4,1.8,0.5,4.2,brookar01
Troy Brown Jr.,24,TOT,SF,59,15,14,2.4,1,4.2,browntr01
Max Christie,20,LAL,SG,67,7,14.1,2.1,0.9,4.2,chrisma02
Ashton Hagans,24,POR,PG,19,1,16.6,2.4,2.8,4.2,haganas01
Danuel House Jr.,30,PHI,SF,34,4,15,1.7,0.8,4.2,houseda01
Skylar Mays,26,TOT,PG,38,5,11.4,1.1,2.2,4.1,mayssk01
Sandro Mamukelashvili,24,SAS,C,46,5,9.8,3.2,1.1,4.1,mamuksa01
Luka Šamanić,24,UTA,PF,43,7,9.4,2.4,0.4,4.1,samanlu01
Jae'Sean Tate,28,HOU,SF,65,9,15.9,3,1,4.1,tateja01
Patty Mills,35,TOT,PG,32,5,13,1.1,1.1,4,millspa02
Izaiah Brockington,24,NOP,PG,1,0,3,2,0,4,brockiz01
Ousmane Dieng,20,OKC,PF,33,0,11.1,1.5,1.1,4,diengou01
Luka Garza,25,MIN,C,25,0,4.9,1.2,0.2,4,garzalu01
Mouhamed Gueye,21,ATL,PF,6,0,12.2,3.7,0.7,4,gueyemo02
Justin Holiday,34,DEN,SG,58,9,14.9,1.2,1.2,4,holidju01
Matthew Hurt,23,MEM,PF,8,0,14.1,2,0.5,4,hurtma01
JaVale McGee,36,SAC,C,46,0,7.4,2.7,0.4,4,mcgeeja01
Svi Mykhailiuk,26,BOS,SF,41,2,10.1,1.2,0.9,4,mykhasv01
Rayan Rupert,19,POR,SG,39,12,16.2,2.4,1.6,4,ruperra01
Adama Sanogo,21,CHI,PF,9,0,7.3,4,0,4,sanogad01
Jaylin Williams,21,OKC,C,69,1,13,3.4,1.6,4,willija07
Jules Bernard,24,WAS,SG,19,0,7.8,1.4,0.8,3.9,bernaju01
Chris Duarte,26,SAC,SF,59,11,12.2,1.8,0.7,3.9,duartch01
DeAndre Jordan,35,DEN,C,36,2,11,4.4,0.7,3.9,jordade01
Sidy Cissoko,19,SAS,SF,12,0,11.8,1.8,0.8,3.8,cissosi01
Anthony Gill,31,WAS,PF,50,3,9.3,1.9,0.7,3.8,gillan01
KJ Martin,23,TOT,SF,60,2,12.4,2.2,0.9,3.7,martike04
Keita Bates-Diop,28,TOT,SF,53,8,12.5,2.1,0.7,3.7,bateske01
Oshae Brissett,25,BOS,SF,55,1,11.5,2.9,0.8,3.7,brissos01
Jamal Cain,24,MIA,PF,26,1,10,1.4,0.4,3.7,cainja01
Drew Peterson,24,BOS,PF,3,0,7.7,0.3,0.3,3.7,peterdr01
T.J. Warren,30,MIN,SF,11,0,11.4,2,0.8,3.7,warretj01
James Bouknight,23,CHA,SG,14,0,5.8,0.6,0.4,3.6,bouknja01
Collin Gillespie,24,DEN,PG,24,0,9.4,0.9,1.1,3.6,gilleco01
Gui Santos,21,GSW,PF,23,0,8.3,2.1,0.6,3.6,santogu01
Jarace Walker,20,IND,PF,33,0,10.3,1.9,1.2,3.6,walkeja02
Lindy Waters III,26,OKC,SG,38,0,7.4,1.1,0.6,3.6,waterli01
Théo Maledon,22,TOT,PG,17,1,12.5,1.4,1.6,3.5,maledth01
Onuralp Bitim,24,CHI,SG,23,1,11.7,1.4,0.6,3.5,bitimon01
Jordan McLaughlin,27,MIN,PG,56,0,11.2,1.3,2,3.5,mclaujo01
Marques Bolden,25,TOT,C,11,2,11,3.1,0.4,3.4,boldema01
Ryan Rollins,21,TOT,PG,13,0,6,1,1.1,3.4,rolliry01
Yuta Watanabe,29,TOT,SF,34,0,13.6,1.6,0.4,3.4,watanyu01
Buddy Boeheim,24,DET,SF,10,0,8.4,1,0.3,3.4,boehebu01
Moses Brown,24,POR,C,22,5,9.1,3.9,0.3,3.4,brownmo01
Wenyen Gabriel,26,MEM,PF,5,0,16.2,5,0.6,3.4,gabriwe01
Nassir Little,23,PHX,SF,45,2,10.2,1.7,0.5,3.4,littlna01
Jalen McDaniels,26,TOR,SF,50,1,10.8,1.6,0.7,3.4,mcdanja01
Jaden Springer,21,TOT,SG,49,2,10.3,1.6,0.9,3.3,sprinja01
Charles Bassey,23,SAS,C,19,0,10.8,4,1.1,3.3,bassech01
Micah Potter,25,UTA,PF,16,0,11.6,2.7,0.4,3.3,pottemi01
Dwight Powell,32,DAL,C,63,9,13.3,3.4,1.3,3.3,poweldw01
Terquavion Smith,21,PHI,PG,16,0,5.3,0.3,0.8,3.3,smithte01
Garrett Temple,37,TOR,SG,27,2,10.7,1.7,1,3.3,templga01
Tristan Thompson,32,CLE,C,49,0,11.2,3.6,1,3.3,thomptr01
Oscar Tshiebwe,24,IND,PF,8,0,5.3,2,0.3,3.3,tshieos01
Kira Lewis Jr.,22,TOT,PG,28,0,9.5,0.9,1.3,3.2,lewiski01
A.J. Lawson,23,DAL,SG,42,0,7.4,1.2,0.5,3.2,lawsoaj01
Boban Marjanović,35,HOU,C,14,0,5.1,2.3,0.4,3.2,marjabo01
Zeke Nnaji,23,DEN,PF,58,0,9.9,2.2,0.6,3.2,nnajize01
Ish Smith,35,CHA,PG,43,5,17.2,1.8,3.4,3.2,smithis01
JT Thor,21,CHA,PF,63,3,12.4,2.3,0.5,3.2,thorjt01
Brandon Williams,24,DAL,PG,17,0,6.6,0.8,1,3.2,willibr03
Wesley Matthews,37,ATL,SG,36,3,11.5,1.5,0.6,3.1,matthwe02
Dalen Terry,21,CHI,SG,59,2,11.5,1.9,1.4,3.1,terryda01
Gabe Vincent,27,LAL,PG,11,0,19.8,0.8,1.9,3.1,vincega01
Mike Muscala,32,TOT,C,53,6,11.3,2.4,0.7,3,muscami01
Johnny Davis,21,WAS,SG,50,6,12.3,1.4,0.6,3,davisjo06
Saben Lee,24,PHX,PG,24,0,7.7,1.3,1.3,3,leesa01
Olivier-Maxence Prosper,21,DAL,PF,40,1,8.4,2,0.6,3,prospol01
Trevelin Queen,26,ORL,SG,14,0,11.8,1.4,1.3,2.9,queentr01
Jeremiah Robinson-Earl,23,NOP,PF,39,1,8.6,1.9,0.5,2.9,robinje02
Nate Williams,24,HOU,SG,22,0,5.9,1,0.3,2.9,willije02
D.J. Carton,23,TOR,SG,4,0,9,1,0.8,2.8,cartodj01
Henri Drell,23,CHI,SF,4,0,7.5,1,1,2.8,drellhe01
Orlando Robinson,23,MIA,C,36,7,8.4,2.3,0.9,2.8,robinor01
Emoni Bates,20,CLE,SF,15,0,8.9,0.9,0.7,2.7,batesem01
Leaky Black,24,CHA,SF,26,3,10.9,1.8,0.9,2.7,blackle01
Damian Jones,28,CLE,C,39,0,6.9,1.6,0.4,2.7,jonesda03
Malik Williams,25,TOR,C,7,2,15.3,5.4,0.3,2.7,willima11
Timmy Allen,24,MEM,SF,5,0,25,3.4,1,2.6,allenti01
Moussa Diabaté,22,LAC,C,11,0,5.8,2.2,0.4,2.6,diabamo01
Otto Porter Jr.,30,TOR,SF,15,1,11.6,1.9,0.5,2.6,porteot01
Alex Fudge,20,TOT,SF,6,0,6.7,0.8,0,2.5,fudgeal01
Dylan Windler,27,TOT,SF,17,0,6.4,0.9,0.6,2.5,windldy01
Greg Brown III,22,DAL,PF,6,0,6.7,1.5,0.7,2.5,browngr01
Furkan Korkmaz,26,PHI,SG,35,0,8.6,0.9,0.7,2.5,korkmfu01
Alex Len,30,SAC,C,48,0,9.3,2.7,1,2.5,lenal01
Markieff Morris,34,DAL,PF,26,1,8.3,1.5,0.6,2.5,morrima02
Harry Giles,25,TOT,C,23,0,4.3,1.3,0.3,2.4,gilesha01
AJ Griffin,20,ATL,SF,20,0,8.6,0.9,0.3,2.4,griffaj01
Mouhamadou Gueye,25,TOR,PF,11,0,10.9,2.1,0.5,2.4,gueyemo01
Joe Harris,32,DET,SG,16,0,10.6,0.8,0.6,2.4,harrijo01
Cory Joseph,32,GSW,PG,26,0,11.4,1.2,1.6,2.4,josepco01
Xavier Moon,29,LAC,SG,14,1,8.5,1.3,1.5,2.4,moonxa01
Jamaree Bouyea,24,TOT,PG,9,0,10.6,2.1,1.2,2.3,bouyeja01
Amari Bailey,19,CHA,PG,10,0,6.5,0.9,0.7,2.3,baileam01
Isaiah Mobley,24,CLE,PF,10,0,7.2,1,0.6,2.3,mobleis01
Chuma Okeke,25,ORL,SF,47,8,9.2,1.7,0.4,2.3,okekech01
Olivier Sarr,24,OKC,C,15,0,6.5,2.4,0.1,2.3,sarrol01
Dereon Seabron,23,NOP,SG,6,0,9.2,1.2,0.8,2.3,seabrde01
Cole Swider,24,MIA,SF,18,0,4.8,0.4,0.3,2.3,swideco01
Udoka Azubuike,24,PHX,C,16,0,7.1,2,0.2,2.2,azubuud01
Reggie Bullock,32,HOU,SF,44,0,9.5,1.7,0.3,2.2,bullore01
Trent Forrest,25,ATL,SG,38,0,10.9,1.3,2.4,2.2,forretr01
Nate Hinton,24,HOU,SG,15,0,5,1.5,0.7,2.2,hintona01
Andre Jackson Jr.,22,MIL,SG,57,8,10,2,0.9,2.2,jacksan01
Julian Phillips,20,CHI,SF,40,0,8.1,0.9,0.3,2.2,phillju01
Ish Wainright,29,TOT,SF,11,0,5.6,1.3,0.1,2.1,wainris01
Colby Jones,21,SAC,SG,30,0,6.4,1.3,0.7,2.1,jonesco02
Mamadi Diakite,27,TOT,PF,6,0,4,0.7,0.3,2,diakima01
Kobe Brown,24,LAC,PF,44,0,9,1.4,0.6,2,brownko01
JD Davison,21,BOS,SG,8,0,4.9,1.3,1.3,2,davisjd01
Jordan Ford,25,SAC,PG,6,0,3.7,0.3,0.3,2,fordjo01
Kevon Harris,26,ORL,SG,2,0,3,1,0.5,2,harrike01
D'Moi Hodge,25,LAL,SG,7,0,5.9,0,0.7,2,hodgedm01
Ty Jerome,26,CLE,SG,2,0,7.5,0.5,1.5,2,jeromty01
Markquis Nowell,24,TOR,SG,1,0,4,2,2,2,nowelma01
Jericho Sims,25,NYK,C,45,11,13,3.3,0.6,2,simsje01
Lindell Wigginton,25,MIL,PG,3,0,2.7,0,0,2,wiggili01
Isaiah Wong,23,IND,SG,1,0,4,0,0,2,wongis01
Justin Minaya,24,POR,SF,34,1,11.2,1.6,0.6,1.8,minayju01
Daishen Nix,21,MIN,PG,15,0,3.3,0.2,0.4,1.8,nixda01
Cody Zeller,31,NOP,C,43,0,7.4,2.6,0.9,1.8,zelleco01
Taj Gibson,38,TOT,PF,20,1,10.2,1.9,0.6,1.7,gibsota01
P.J. Tucker,38,TOT,PF,31,10,15.7,2.7,0.5,1.7,tuckepj01
Kessler Edwards,23,SAC,SF,54,0,5.1,0.8,0.3,1.7,edwarke02
Leonard Miller,20,MIN,SF,17,0,3.1,1.2,0.5,1.7,millele01
Jason Preston,24,UTA,PG,7,0,10.1,2.4,2.3,1.7,prestja01
Jordan Walsh,19,BOS,SF,9,1,9.2,2.2,0.6,1.7,walshjo01
Jalen Hood-Schifino,20,LAL,SG,21,0,5.2,0.6,0.4,1.6,hoodsja01
Jett Howard,20,ORL,SF,18,0,3.7,0.4,0.3,1.6,howarje01
Seth Lundy,23,ATL,SF,9,0,5.8,0.8,0,1.6,lundyse01
Jordan Miller,24,LAC,SF,8,0,3.5,0.6,0,1.6,millejo02
Josh Minott,21,MIN,SF,32,0,2.8,0.5,0.3,1.6,minotjo01
Jalen Pickett,24,DEN,SG,27,0,4.5,0.5,0.8,1.6,pickeja02
Ibou Badji,21,POR,C,22,1,10.3,2.3,0.6,1.5,badjiib01
Colin Castleton,23,LAL,C,16,0,3.7,0.8,0.2,1.5,castlco01
Adam Flagler,24,OKC,SG,2,0,7,0,2,1.5,flaglad01
Dariq Whitehead,19,BKN,SF,2,0,12,2,1.5,1.5,whiteda01
Terry Taylor,24,CHI,PF,31,0,6.1,1.2,0.3,1.5,taylote01
Jack White,26,MEM,SF,4,0,16,3,0.3,1.5,whiteja03
Kendall Brown,20,IND,SG,15,0,4.2,0.3,0.3,1.4,brownke03
Mason Jones,25,SAC,SG,5,0,5.6,1,1,1.4,jonesma05
Jerome Robinson,26,GSW,SG,22,0,3.7,0.3,0.2,1.4,robinje01
Jermaine Samuels,25,HOU,SF,14,0,4.3,0.9,0.2,1.4,samueje01
Jacob Toppin,23,NYK,SF,9,0,4.2,0.8,0.3,1.4,toppija01
R.J. Hampton,22,MIA,PG,8,2,9.5,0.8,1,1.3,hamptrj01
Nathan Mensah,25,CHA,C,25,0,12.3,2.6,0.4,1.3,mensana01
Isaiah Thomas,34,PHX,PG,6,0,3.2,0,0.5,1.3,thomais02
TyTy Washington Jr.,22,MIL,PG,11,0,5.1,0.5,0.5,1.3,washity02
Jay Huff,25,DEN,C,20,0,2.5,0.6,0.1,1.2,huffja01
Keyontae Johnson,23,OKC,SF,9,0,7.3,1.1,0.4,1.2,johnske08
Chris Livingston,20,MIL,SF,21,0,4.3,1,0.2,1.2,livinch01
Braxton Key,26,DEN,SF,20,0,3,0.9,0.5,1.1,keybr01
Robin Lopez,35,MIL,C,16,2,4.1,0.3,0.3,1.1,lopezro01
Admiral Schofield,26,ORL,PF,23,0,3.7,0.7,0.3,1.1,schofad01
Hunter Tyson,23,DEN,PF,18,0,2.7,0.5,0.1,1.1,tysonhu01
Filip Petrušev,23,TOT,C,3,0,3.3,0.3,0,1,petrufi01
Hamidou Diallo,25,WAS,SG,2,0,2.5,1,0.5,1,diallha01
Frank Ntilikina,25,CHA,PG,5,0,8.6,1.2,0.8,1,ntilila01
Joshua Primo,21,LAC,SG,2,0,5,0.5,0,1,primojo01
Thanasis Antetokounmpo,31,MIL,PF,34,0,4.6,0.4,0.5,0.9,antetth01
James Johnson,36,IND,PF,9,0,5.2,0.4,0.9,0.9,johnsja01
Charlie Brown Jr.,26,NYK,SG,8,0,4.6,0.3,0,0.8,brownch02
DaQuan Jeffries,26,NYK,SG,17,0,2.7,0.3,0.3,0.8,jeffrda01
Shaquille Harrison,30,MEM,SG,3,0,2,0.7,0,0.7,harrish01
Quenton Jackson,25,IND,PG,3,0,3.7,1.3,0.7,0.7,jacksqu01
Wendell Moore Jr.,22,MIN,SG,25,0,3,0.5,0.2,0.7,moorewe01
Jalen Slawson,24,SAC,SF,12,0,3.1,0.6,0.2,0.7,slawsja01
Pat Spencer,27,GSW,PG,6,0,4.3,0.7,0.8,0.7,spencpa01
Alondes Williams,24,MIA,SG,7,0,2.3,0.1,0,0.7,willial06
Juan Toscano-Anderson,30,SAC,SF,11,0,4.8,1.3,0.4,0.6,toscaju01
Usman Garuba,21,GSW,PF,6,0,3,1.2,0.2,0.5,garubus01
E.J. Liddell,23,NOP,PF,8,0,2.9,0.6,0.1,0.5,liddeej01
Pete Nance,23,CLE,PF,8,0,3.4,0.4,0,0.4,nancepe01
Maxwell Lewis,21,LAL,SF,34,0,3,0.1,0.2,0.3,lewisma05
Ryan Arcidiacono,29,NYK,PG,20,0,2.3,0.4,0.2,0,arcidry01
Malcolm Cazalon,22,DET,SG,1,0,3,0,0,0,cazalma01
Jalen Crutcher,24,NOP,PG,1,0,3,0,0,0,crutcja01
Andrew Funk,24,CHI,SG,5,0,2.6,0,0,0,funkan01
Kaiser Gates,27,NOP,SF,1,0,7,1,0,0,gateska01
Danny Green,36,PHI,SG,2,0,9,1,0.5,0,greenda02
Ron Harper Jr.,23,TOR,PF,1,0,4,0,1,0,harpero02
Justin Jackson,28,MIN,SF,2,0,0.5,0,0,0,jacksju01
Dmytro Skapintsev,25,NYK,C,2,0,1,0,0,0,skapidm01
Javonte Smart,24,PHI,PG,1,0,1,0,0,0,smartja01
